group_account,account_name,statement,fs_caption_l1,fs_caption_l2,account_class,normal_balance,fx_method,cash_flow_category,is_intercompany,is_ebitda,is_ebitda_addback,is_statistical,include_in_tb_balance,sort_order
830100,Uncertain tax positions and other tax,IS,Income Tax,Other tax,TAX,D,AVG,OP_NI,FALSE,FALSE,FALSE,FALSE,TRUE,8310
850100,Net income attributable to non-controlling interests,IS,Non-Controlling Interests,Non-controlling interests,NCI,D,AVG,OP_NI,FALSE,FALSE,FALSE,FALSE,TRUE,8510
910100,Headcount - FTE period end,STAT,Statistical,Workforce,STAT,D,NONE,NONE,FALSE,FALSE,FALSE,TRUE,FALSE,9110
910200,Headcount - FTE period average,STAT,Statistical,Workforce,STAT,D,NONE,NONE,FALSE,FALSE,FALSE,TRUE,FALSE,9120
910300,Contractor FTE equivalent,STAT,Statistical,Workforce,STAT,D,NONE,NONE,FALSE,FALSE,FALSE,TRUE,FALSE,9130
910400,Voluntary attrition - leavers,STAT,Statistical,Workforce,STAT,D,NONE,NONE,FALSE,FALSE,FALSE,TRUE,FALSE,9140
920100,Capital expenditure additions,STAT,Statistical,Capital,STAT,D,NONE,NONE,FALSE,FALSE,FALSE,TRUE,FALSE,9210
920200,Capital commitments outstanding,STAT,Statistical,Capital,STAT,D,NONE,NONE,FALSE,FALSE,FALSE,TRUE,FALSE,9220
930100,Orders and bookings,STAT,Statistical,Commercial,STAT,C,NONE,NONE,FALSE,FALSE,FALSE,TRUE,FALSE,9310
930200,Backlog - closing,STAT,Statistical,Commercial,STAT,C,NONE,NONE,FALSE,FALSE,FALSE,TRUE,FALSE,9320
930300,Quotation value issued,STAT,Statistical,Commercial,STAT,C,NONE,NONE,FALSE,FALSE,FALSE,TRUE,FALSE,9330
940100,Units shipped,STAT,Statistical,Operations,STAT,D,NONE,NONE,FALSE,FALSE,FALSE,TRUE,FALSE,9410
940200,Billable hours delivered,STAT,Statistical,Operations,STAT,D,NONE,NONE,FALSE,FALSE,FALSE,TRUE,FALSE,9420
940300,Available labour hours,STAT,Statistical,Operations,STAT,D,NONE,NONE,FALSE,FALSE,FALSE,TRUE,FALSE,9430
950100,Occupied square footage,STAT,Statistical,Operations,STAT,D,NONE,NONE,FALSE,FALSE,FALSE,TRUE,FALSE,9510
