control_id,control_name,severity,status,measured,threshold,detail
P7-KEY-mart_covenants,mart_covenants is unique on its declared key (period_key),BLOCKING,PASS,0 duplicate rows,0,"33 rows, 33 distinct keys; owner Phase 5; authority src/marts/build.py"
P7-NUL-mart_covenants,mart_covenants has no null in an unpermitted key column,BLOCKING,PASS,0,0,1 of 1 key columns must never be null
P7-NUL-mart_covenants-declared,mart_covenants states a reason for every nullable key column,BLOCKING,PASS,coherent,coherent,a nullable key column needs a reason a reviewer would accept
P7-KEY-mart_debt,"mart_debt is unique on its declared key (period_key, instrument_id)",BLOCKING,PASS,0 duplicate rows,0,"595 rows, 595 distinct keys; owner Phase 5; authority src/marts/build.py"
P7-NUL-mart_debt,mart_debt has no null in an unpermitted key column,BLOCKING,PASS,0,0,2 of 2 key columns must never be null
P7-NUL-mart_debt-declared,mart_debt states a reason for every nullable key column,BLOCKING,PASS,coherent,coherent,a nullable key column needs a reason a reviewer would accept
P7-KEY-mart_headcount,"mart_headcount is unique on its declared key (period_key, entity_code, department_code, job_family_code)",BLOCKING,PASS,0 duplicate rows,0,"22,215 rows, 22,215 distinct keys; owner Phase 5; authority src/marts/build.py"
P7-NUL-mart_headcount,mart_headcount has no null in an unpermitted key column,BLOCKING,PASS,0,0,4 of 4 key columns must never be null
P7-NUL-mart_headcount-declared,mart_headcount states a reason for every nullable key column,BLOCKING,PASS,coherent,coherent,a nullable key column needs a reason a reviewer would accept
P7-KEY-mart_capex,"mart_capex is unique on its declared key (period_key, project_id)",BLOCKING,PASS,0 duplicate rows,0,"1,846 rows, 1,846 distinct keys; owner Phase 5; authority src/marts/build.py"
P7-NUL-mart_capex,mart_capex has no null in an unpermitted key column,BLOCKING,PASS,0,0,2 of 2 key columns must never be null
P7-NUL-mart_capex-declared,mart_capex states a reason for every nullable key column,BLOCKING,PASS,coherent,coherent,a nullable key column needs a reason a reviewer would accept
P7-KEY-mart_fx,"mart_fx is unique on its declared key (period_key, currency_code)",BLOCKING,PASS,0 duplicate rows,0,"176 rows, 176 distinct keys; owner Phase 5; authority src/marts/build.py"
P7-NUL-mart_fx,mart_fx has no null in an unpermitted key column,BLOCKING,PASS,0,0,2 of 2 key columns must never be null
P7-NUL-mart_fx-declared,mart_fx states a reason for every nullable key column,BLOCKING,PASS,coherent,coherent,a nullable key column needs a reason a reviewer would accept
P7-KEY-mart_management_adjustments,mart_management_adjustments is unique on its declared key (adjustment_id),BLOCKING,PASS,0 duplicate rows,0,"2 rows, 2 distinct keys; owner Phase 5; authority src/marts/build.py"
P7-NUL-mart_management_adjustments,mart_management_adjustments has no null in an unpermitted key column,BLOCKING,PASS,0,0,1 of 1 key columns must never be null
P7-NUL-mart_management_adjustments-declared,mart_management_adjustments states a reason for every nullable key column,BLOCKING,PASS,coherent,coherent,a nullable key column needs a reason a reviewer would accept
P7-KEY-mart_consolidation_bridge,"mart_consolidation_bridge is unique on its declared key (fiscal_year, layer_id)",BLOCKING,PASS,0 duplicate rows,0,"20 rows, 20 distinct keys; owner Phase 5; authority src/marts/build.py"
P7-NUL-mart_consolidation_bridge,mart_consolidation_bridge has no null in an unpermitted key column,BLOCKING,PASS,0,0,2 of 2 key columns must never be null
P7-NUL-mart_consolidation_bridge-declared,mart_consolidation_bridge states a reason for every nullable key column,BLOCKING,PASS,coherent,coherent,a nullable key column needs a reason a reviewer would accept
P7-REF-ref_fixed_asset->fact_capex_project,ref_fixed_asset.(project_id) resolves in fact_capex_project,BLOCKING,PASS,0,0,owner Phase 2; Every capitalised asset resolves to exactly one capital project.
P7-REF-mart_capex->fact_capex_project,mart_capex.(project_id) resolves in fact_capex_project,BLOCKING,PASS,0,0,owner Phase 5
P7-REF-fact_capex_project->dim_entity,fact_capex_project.(entity_code) resolves in dim_entity,BLOCKING,PASS,0,0,owner Phase 2
P7-REF-fact_capex_project->dim_date,fact_capex_project.(period_key) resolves in dim_date,BLOCKING,PASS,0,0,owner Phase 2
P7-REF-fact_capex_project->dim_business_unit,fact_capex_project.(bu_code) resolves in dim_business_unit,BLOCKING,PASS,0,0,owner Phase 2
P7-REF-ref_fixed_asset->dim_entity,ref_fixed_asset.(entity_code) resolves in dim_entity,BLOCKING,PASS,0,0,owner Phase 2
P7-REF-ref_fixed_asset->dim_account,ref_fixed_asset.(group_account) resolves in dim_account,BLOCKING,PASS,0,0,owner Phase 2
P7-REF-fact_headcount->dim_entity,fact_headcount.(entity_code) resolves in dim_entity,BLOCKING,PASS,0,0,owner Phase 2
P7-REF-fact_headcount->dim_date,fact_headcount.(period_key) resolves in dim_date,BLOCKING,PASS,0,0,owner Phase 2
P7-REF-fact_plan->dim_version,fact_plan.(version_code) resolves in dim_version,BLOCKING,PASS,0,0,owner Phase 2
P7-REF-fact_plan->dim_account,fact_plan.(group_account) resolves in dim_account,BLOCKING,PASS,0,0,owner Phase 2
P7-REF-fact_revenue_detail->ref_customer,fact_revenue_detail.(customer_code) resolves in ref_customer,BLOCKING,PASS,0,0,owner Phase 2
P7-REF-fact_revenue_detail->ref_product,fact_revenue_detail.(product_code) resolves in ref_product,BLOCKING,PASS,0,0,owner Phase 2
P7-REF-ref_debt_schedule->dim_entity,ref_debt_schedule.(borrower_entity) resolves in dim_entity,BLOCKING,PASS,0,0,owner Phase 2
P7-REF-fact_consol_journal->dim_entity,fact_consol_journal.(entity_code) resolves in dim_entity,BLOCKING,PASS,0,0,owner Phase 4
P7-REF-fact_consol_journal->dim_account,fact_consol_journal.(group_account) resolves in dim_account,BLOCKING,PASS,0,0,owner Phase 4
P7-REF-fact_consol_journal->dim_consolidation_layer,fact_consol_journal.(layer_id) resolves in dim_consolidation_layer,BLOCKING,PASS,0,0,owner Phase 4
P7-REF-fact_financials->dim_entity,fact_financials.(entity_code) resolves in dim_entity,BLOCKING,PASS,0,0,owner Phase 4
P7-REF-fact_financials->dim_account,fact_financials.(group_account) resolves in dim_account,BLOCKING,PASS,0,0,owner Phase 4
P7-REF-fact_financials->dim_consolidation_layer,fact_financials.(layer_id) resolves in dim_consolidation_layer,BLOCKING,PASS,0,0,owner Phase 4
P7-REF-fact_trial_balance->dim_account,fact_trial_balance.(group_account) resolves in dim_account,BLOCKING,PASS,0,0,owner Phase 3
P7-REF-fact_layer1_usd->dim_account,fact_layer1_usd.(group_account) resolves in dim_account,BLOCKING,PASS,0,0,owner Phase 4
P7-REF-mart_financial_ytd->dim_report_measure,mart_financial_ytd.(measure_code) resolves in dim_report_measure,BLOCKING,PASS,0,0,owner Phase 5
P7-REF-mart_financial_ytd->dim_report_scenario,mart_financial_ytd.(version_code) resolves in dim_report_scenario,BLOCKING,PASS,0,0,owner Phase 5
P7-REF-mart_financial_ytd->dim_version,mart_financial_ytd.(version_code) resolves in dim_version,BLOCKING,PASS,0,0,owner Phase 5
P7-REF-mart_financial_monthly->dim_version,mart_financial_monthly.(version_code) resolves in dim_version,BLOCKING,PASS,0,0,owner Phase 5
P7-REF-mart_variance->dim_version,mart_variance.(base_version) resolves in dim_version,BLOCKING,PASS,0,0,owner Phase 5
P7-REF-mart_variance->dim_version,mart_variance.(comparator_version) resolves in dim_version,BLOCKING,PASS,0,0,owner Phase 5; Nullable: a comparison whose comparator is not yet issued has none.
P7-REF-ref_default_version->dim_version,ref_default_version.(version_code) resolves in dim_version,BLOCKING,PASS,0,0,owner Phase 5
P7-REF-dim_version->dim_scenario,dim_version.(scenario_code) resolves in dim_scenario,BLOCKING,PASS,0,0,owner Phase 3; Every version belongs to a scenario that exists. The compatibility of the two beyond mere existence is P7-VER-02.
P7-REF-mart_financial_ytd->dim_entity,mart_financial_ytd.(entity_code) resolves in dim_entity,BLOCKING,PASS,0,0,owner Phase 5
P7-REF-mart_financial_monthly->dim_account,mart_financial_monthly.(group_account) resolves in dim_account,BLOCKING,PASS,0,0,owner Phase 5
P7-REF-mart_variance->dim_report_comparison,mart_variance.(comparison_code) resolves in dim_report_comparison,BLOCKING,PASS,0,0,owner Phase 5
P7-REF-mart_variance->dim_report_measure,mart_variance.(measure_code) resolves in dim_report_measure,BLOCKING,PASS,0,0,owner Phase 5
P7-REF-mart_debt->ref_debt_schedule,mart_debt.(instrument_id) resolves in ref_debt_schedule,BLOCKING,PASS,0,0,owner Phase 5
P7-REF-mart_capex->dim_entity,mart_capex.(entity_code) resolves in dim_entity,BLOCKING,PASS,0,0,owner Phase 5
P7-REF-mart_headcount->dim_entity,mart_headcount.(entity_code) resolves in dim_entity,BLOCKING,PASS,0,0,owner Phase 5
P7-REF-mart_fx->dim_currency,mart_fx.(currency_code) resolves in dim_currency,BLOCKING,PASS,0,0,owner Phase 5
P7-REF-mart_consolidation_bridge->dim_consolidation_layer,mart_consolidation_bridge.(layer_id) resolves in dim_consolidation_layer,BLOCKING,PASS,0,0,owner Phase 5
P7-CPX-01,Every capital project row carries its own project identifier,BLOCKING,PASS,"1,846 rows / 1,846 ids",equal,"the P6-D-01 condition, stated as an identity rather than a naming convention"
P7-CPX-02,Every fixed asset resolves to a capital project,BLOCKING,PASS,0,0,
P7-CPX-03,No project identifier resolves to two different project definitions,BLOCKING,PASS,0,0,"the exact P6-D-01 symptom: one id, five names, five asset classes"
P7-CPX-04,A fixed asset agrees with its project on asset class,BLOCKING,PASS,0,0,policy: an asset created by a project belongs to that project's class
P7-CPX-05,A fixed asset agrees with its project on owning entity,BLOCKING,PASS,0,0,
P7-CPX-06,A fixed asset is acquired in its project's period,BLOCKING,PASS,0,0,an asset capitalised outside the month its project spent the money would break the capex-to-depreciation reconciliation
P7-CPX-07,"Fixed asset cost reconciles to project spend, project by project",BLOCKING,PASS,0.00,0.00,identifier integrity is only worth having if the amounts follow the identifier
P7-CPX-08,Every capital project created at least one asset,BLOCKING,PASS,0,0,
P7-CPX-09,The CapEx mart carries the corrected key through to reporting,BLOCKING,PASS,"1,846 rows / 1,846 ids",equal,this is the grain the Power BI CapEx fact and Capital Project dimension declare
P7-VER-01,Every version code in every fact and mart resolves to the version master,BLOCKING,PASS,0,0,"11 version-bearing columns, all resolve"
P7-VER-02,Every version is permitted for the scenario it belongs to,BLOCKING,PASS,0,0,"the version's type must be the type its scenario declares, not merely a scenario that happens to exist"
P7-VER-03,Every reporting row's scenario matches its version's scenario,BLOCKING,PASS,0,0,a row claiming scenario FC on a Budget version would reconcile perfectly and report the wrong thing
P7-VER-04,Each reportable scenario has exactly one default version,BLOCKING,PASS,0,0,three forecasts are retained and only the current one is the default; a superseded forecast presented as the forecast is an error nobody would notice
P7-VER-05,No default version exists outside the governed version master,BLOCKING,PASS,0,0,one authoritative source for version membership; a second definition is a second answer waiting to disagree
P7-VER-06,"Prior Year is a governed derived version, not an absent one",BLOCKING,PASS,PY_DERIVED,PY_DERIVED,"the P7-D-01 condition, stated as membership rather than as a convention"
P7-VER-07,A derived version carries no source-loaded rows,BLOCKING,PASS,0,0,"Prior Year is a view of Actual. A stored PY row would be a second copy of a figure that is supposed to have one source, free to drift from it"
P7-VER-08,A derived version is locked against editing,BLOCKING,PASS,0,0,a derived figure that can be edited is no longer derived
P7-VER-09,"A derived version names the scenario it derives from, and it exists",BLOCKING,PASS,0,0,a derivation with no stated source is an assertion
P7-VER-10,"Prior Year equals Actual twelve months earlier, to the cent",BLOCKING,PASS,0.00,0.00,"the derivation stated in the master, proved against the Actual it claims to be"
P7-VER-11,Every Actual month has its prior-year row a year later,BLOCKING,PASS,0,0,"iterated from Actual, not from Prior Year: a PY row the derivation failed to build is invisible to a control that iterates PY"
P7-VER-12,No reserved scenario or version is reportable,BLOCKING,PASS,0,0,a placeholder in configuration must not become reportable by being configured; Downside stays reserved until it is approved and populated
P7-VER-13,No reserved version carries reporting data,BLOCKING,PASS,0,0,"reserved means unpopulated, and an empty report that looks like a real one is worse than no report"
P7-VER-14,Every reportable version and scenario is named,BLOCKING,PASS,0,0,an unnamed member becomes a blank in every downstream report
