entity_code,period_key,currency_code,opening_net_assets_local,closing_net_assets_local,result_local,equity_movement_local,opening_rate,closing_rate,average_rate,cta_on_opening_net_assets,cta_on_result,cta_on_equity_movements,cta_movement_usd_m,cta_cumulative_usd_m
NIG-410,202409,EUR,10228496.02,9951167.91,-277328.11,0.0,1.04689147,1.08237492,1.07814088,0.362942,-0.001174,0.0,0.361768,0.418767
NIG-410,202410,EUR,9951167.91,9648664.42,-302503.49,0.0,1.08237492,1.08648229,1.08293701,0.040873,-0.001072,0.0,0.039801,0.458567
NIG-410,202411,EUR,9648664.42,9314213.89,-334450.53,0.0,1.08648229,1.06660436,1.08657266,-0.191795,0.006678,0.0,-0.185117,0.27345
NIG-410,202412,EUR,9314213.89,9006737.93,-307475.96,0.0,1.06660436,1.0355,1.05474029,-0.289713,0.005916,0.0,-0.283797,-0.010346
NIG-410,202501,EUR,9006737.93,8727874.7,-278863.23,0.0,1.0355,1.03087418,1.02376063,-0.041664,-0.001984,0.0,-0.043647,-0.053994
NIG-410,202502,EUR,8727874.7,8663155.88,-64718.82,0.0,1.03087418,1.09641314,1.07854611,0.572016,-0.001156,0.0,0.570859,0.516866
NIG-410,202503,EUR,8663155.88,8671614.2,8458.32,0.0,1.09641314,1.10121282,1.0978832,0.04158,2.8e-05,0.0,0.041609,0.558474
NIG-410,202504,EUR,8671614.2,8533059.29,-138554.91,0.0,1.10121282,1.14792037,1.12222461,0.40503,-0.00356,0.0,0.40147,0.959944
NIG-410,202505,EUR,8533059.29,8359907.04,-173152.26,0.0,1.14792037,1.15585936,1.16165918,0.067744,0.001004,0.0,0.068748,1.028692
NIG-410,202506,EUR,8359907.04,8267557.44,-92349.6,0.0,1.15585936,1.104486,1.11864577,-0.429477,0.001308,0.0,-0.428169,0.600523
NIG-410,202507,EUR,8267557.44,8123773.79,-143783.65,0.0,1.104486,1.10250401,1.10259293,-0.016386,1.3e-05,0.0,-0.016373,0.58415
NIG-410,202508,EUR,8123773.79,8013297.66,-110476.13,0.0,1.10250401,1.12580845,1.11396021,0.18932,-0.001309,0.0,0.188011,0.772161
NIG-410,202509,EUR,8013297.66,8010041.71,-3255.95,0.0,1.12580845,1.11420535,1.10652335,-0.092979,-2.5e-05,0.0,-0.093004,0.679157
NIG-410,202510,EUR,8010041.71,7904773.33,-105268.38,0.0,1.11420535,1.09259433,1.10051001,-0.173105,0.000833,0.0,-0.172272,0.506885
NIG-410,202511,EUR,7904773.33,7864722.27,-40051.06,0.0,1.09259433,1.12515371,1.09775119,0.257375,-0.001098,0.0,0.256277,0.763162
NIG-410,202512,EUR,7864722.27,7826184.72,-38537.54,0.0,1.12515371,1.165,1.1359428,0.31338,-0.00112,0.0,0.31226,1.075422
NIG-410,202601,EUR,7826184.72,7802380.9,-23803.83,0.0,1.165,1.14099926,1.16301298,-0.187834,0.000524,0.0,-0.18731,0.888112
NIG-410,202602,EUR,7802380.9,7826894.29,24513.39,0.0,1.14099926,1.16806715,1.14978352,0.211194,0.000448,0.0,0.211642,1.099754
NIG-410,202603,EUR,7826894.29,7593500.19,-233394.1,0.0,1.16806715,1.16805618,1.15996464,-8.6e-05,-0.001889,0.0,-0.001974,1.09778
NIG-410,202604,EUR,7593500.19,7462570.83,-130929.36,0.0,1.16805618,1.17181276,1.1787609,0.028526,0.00091,0.0,0.029435,1.127215
NIG-410,202605,EUR,7462570.83,7378851.97,-83718.87,0.0,1.17181276,1.15278832,1.17859169,-0.141971,0.00216,0.0,-0.139811,0.987404
NIG-410,202606,EUR,7378851.97,7183911.25,-194940.71,0.0,1.15278832,1.16113852,1.15274271,0.061615,-0.001637,0.0,0.059978,1.047382
NIG-410,202607,EUR,7183911.25,7116670.21,-67241.05,0.0,1.16113852,1.13886097,1.14804509,-0.16004,0.000618,0.0,-0.159422,0.88796
NIG-410,202608,EUR,7116670.21,6925796.77,-190873.43,0.0,1.13886097,1.13083131,1.14128125,-0.057144,0.001995,0.0,-0.05515,0.83281
NIG-510,202301,GBP,5603191.26,5573675.58,-29515.68,0.0,1.2083,1.23412025,1.22007306,0.144676,-0.000415,0.0,0.144261,0.144261
NIG-510,202302,GBP,5573675.58,5430763.09,-142912.49,0.0,1.23412025,1.21815417,1.21353243,-0.08899,-0.000661,0.0,-0.08965,0.054611
NIG-510,202303,GBP,5430763.09,5386950.37,-43812.73,0.0,1.21815417,1.23265244,1.23227359,0.078737,-1.7e-05,0.0,0.07872,0.133331
NIG-510,202304,GBP,5386950.37,5323062.61,-63887.76,0.0,1.23265244,1.25472364,1.24527972,0.118896,-0.000603,0.0,0.118293,0.251624
NIG-510,202305,GBP,5323062.61,5282841.67,-40220.94,0.0,1.25472364,1.26391301,1.25038612,0.048916,-0.000544,0.0,0.048372,0.299996
NIG-510,202306,GBP,5282841.67,5203368.83,-79472.84,0.0,1.26391301,1.26963235,1.25076629,0.030214,-0.001499,0.0,0.028715,0.328711
NIG-510,202307,GBP,5203368.83,5104772.72,-98596.11,0.0,1.26963235,1.29105554,1.27583071,0.111473,-0.001501,0.0,0.109972,0.438682
NIG-510,202308,GBP,5104772.72,5001355.62,-103417.1,0.0,1.29105554,1.27298435,1.28405929,-0.092249,0.001145,0.0,-0.091104,0.347578
NIG-510,202309,GBP,5001355.62,5041711.19,40355.57,0.0,1.27298435,1.23823244,1.25814388,-0.173807,-0.000804,0.0,-0.17461,0.172968
NIG-510,202310,GBP,5041711.19,5071511.62,29800.43,0.0,1.23823244,1.24939392,1.22994098,0.056273,0.00058,0.0,0.056853,0.229821
NIG-510,202311,GBP,5071511.62,5039801.08,-31710.54,0.0,1.24939392,1.22403715,1.23163414,-0.128597,0.000241,0.0,-0.128356,0.101465
NIG-510,202312,GBP,5039801.08,4981246.09,-58554.98,0.0,1.22403715,1.2745,1.23607978,0.254323,-0.00225,0.0,0.252073,0.353538
NIG-510,202401,GBP,4981246.09,4840668.45,-140577.65,0.0,1.2745,1.2499699,1.28374571,-0.12219,0.004748,0.0,-0.117442,0.236095
NIG-510,202402,GBP,4840668.45,4889098.32,48429.87,0.0,1.2499699,1.2654441,1.29917666,0.074905,-0.001634,0.0,0.073272,0.309367
NIG-510,202403,GBP,4889098.32,4793409.85,-95688.47,0.0,1.2654441,1.24483711,1.30977405,-0.10075,0.006214,0.0,-0.094536,0.214831
NIG-510,202404,GBP,4793409.85,4700144.97,-93264.88,0.0,1.24483711,1.23427452,1.28298812,-0.050631,0.004543,0.0,-0.046088,0.168744
NIG-510,202405,GBP,4700144.97,4585481.92,-114663.05,0.0,1.23427452,1.22069747,1.25528678,-0.063814,0.003966,0.0,-0.059848,0.108896
NIG-510,202406,GBP,4585481.92,4232719.11,-233388.68,-119374.12,1.22069747,1.20795388,1.25655381,-0.058436,0.011343,0.005802,-0.041291,0.067604
NIG-510,202407,GBP,4232719.11,4277570.44,44851.33,0.0,1.20795388,1.24802136,1.25783778,0.169594,-0.00044,0.0,0.169154,0.236758
NIG-510,202408,GBP,4277570.44,4243474.34,-34096.11,0.0,1.24802136,1.27465604,1.28289688,0.113932,0.000281,0.0,0.114213,0.350971
NIG-510,202409,GBP,4243474.34,4146160.86,-97313.48,0.0,1.27465604,1.24070402,1.28237871,-0.144075,0.004056,0.0,-0.140019,0.210952
NIG-510,202410,GBP,4146160.86,4105847.39,-40313.47,0.0,1.24070402,1.23247503,1.2684066,-0.034119,0.001449,0.0,-0.03267,0.178282
NIG-510,202411,GBP,4105847.39,4157517.69,51670.29,0.0,1.23247503,1.25731159,1.27914679,0.101975,-0.001128,0.0,0.100847,0.279129
NIG-510,202412,GBP,4157517.69,4168214.7,10697.01,0.0,1.25731159,1.252,1.2838081,-0.022083,-0.00034,0.0,-0.022423,0.256706
NIG-510,202501,GBP,4168214.7,3999716.75,-168497.94,0.0,1.252,1.22155052,1.26327479,-0.12692,0.00703,0.0,-0.11989,0.136816
NIG-510,202502,GBP,3999716.75,3844606.5,-155110.25,0.0,1.22155052,1.19827061,1.2385939,-0.093113,0.006255,0.0,-0.086858,0.049958
NIG-510,202503,GBP,3844606.5,3636444.34,-208162.17,0.0,1.19827061,1.19283033,1.20723634,-0.020916,0.002999,0.0,-0.017917,0.032041
NIG-510,202504,GBP,3636444.34,3602174.82,-34269.52,0.0,1.19283033,1.23890246,1.22895776,0.167539,-0.000341,0.0,0.167198,0.199239
NIG-510,202505,GBP,3602174.82,3610755.77,8580.94,0.0,1.23890246,1.25886543,1.2825364,0.07191,-0.000203,0.0,0.071707,0.270946
NIG-510,202506,GBP,3610755.77,3423045.17,-32044.84,-155665.76,1.25886543,1.25916032,1.28480409,0.001065,0.000822,0.003992,0.005878,0.276824
NIG-510,202507,GBP,3423045.17,3308558.84,-114486.33,0.0,1.25916032,1.29368832,1.30794057,0.118191,0.001632,0.0,0.119823,0.396647
NIG-510,202508,GBP,3308558.84,3347600.81,39041.97,0.0,1.29368832,1.28744972,1.33927693,-0.020641,-0.002023,0.0,-0.022664,0.373982
NIG-510,202509,GBP,3347600.81,3294433.47,-53167.33,0.0,1.28744972,1.30916045,1.3381897,0.072679,0.001543,0.0,0.074222,0.448205
NIG-510,202510,GBP,3294433.47,3308009.0,13575.53,0.0,1.30916045,1.31569016,1.34634872,0.021512,-0.000416,0.0,0.021095,0.4693
NIG-510,202511,GBP,3308009.0,3175874.07,-132134.93,0.0,1.31569016,1.30874049,1.34856988,-0.02299,0.005263,0.0,-0.017727,0.451573
NIG-510,202512,GBP,3175874.07,3111020.49,-64853.57,0.0,1.30874049,1.34,1.35427091,0.099276,0.000926,0.0,0.100202,0.551775
NIG-510,202601,GBP,3111020.49,3072084.63,-38935.86,0.0,1.34,1.34289845,1.33550152,0.009017,-0.000288,0.0,0.008729,0.560504
NIG-510,202602,GBP,3072084.63,3045271.36,-26813.27,0.0,1.34289845,1.37913965,1.32901612,0.111336,-0.001344,0.0,0.109992,0.670496
NIG-510,202603,GBP,3045271.36,2928008.8,-117262.57,0.0,1.37913965,1.36669414,1.34300072,-0.0379,-0.002778,0.0,-0.040678,0.629818
NIG-510,202604,GBP,2928008.8,2836370.89,-91637.91,0.0,1.36669414,1.34605729,1.3411197,-0.060425,-0.000452,0.0,-0.060877,0.568941
NIG-510,202605,GBP,2836370.89,2734744.64,-101626.25,0.0,1.34605729,1.35971095,1.32418819,0.038727,-0.00361,0.0,0.035117,0.604057
NIG-510,202606,GBP,2734744.64,2480546.3,-69249.09,-184949.25,1.35971095,1.38866688,1.35172217,0.079187,-0.002558,-0.006833,0.069796,0.673853
NIG-510,202607,GBP,2480546.3,2531275.48,50729.18,0.0,1.38866688,1.40052117,1.38092848,0.029405,0.000994,0.0,0.030399,0.704252
NIG-510,202608,GBP,2531275.48,2392560.59,-138714.89,0.0,1.40052117,1.37441997,1.36150362,-0.066069,-0.001792,0.0,-0.067861,0.636391
