parent_entity,subsidiary_entity,period_key,opening_cost_usd,additions_usd,disposals_usd,closing_cost_usd,ownership_pct,nci_pct,carrying_currency,event_type,investment_id,first_consolidated_period
NIG-100,NIG-400,202603,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202604,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202605,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202606,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202607,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-400,202608,44000000.0,0.0,0.0,44000000.0,1.0,0.0,USD,NONE,,202209
NIG-100,NIG-500,202301,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202302,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202303,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202304,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202305,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202306,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202307,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202308,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202309,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202310,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202311,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202312,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202401,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202402,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202403,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202404,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202405,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202406,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202407,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202408,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202409,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202410,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202411,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202412,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202501,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202502,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202503,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202504,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202505,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202506,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202507,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202508,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202509,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202510,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202511,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202512,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202601,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202602,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202603,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202604,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202605,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202606,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202607,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-100,NIG-500,202608,34000000.0,0.0,0.0,34000000.0,1.0,0.0,USD,NONE,,202001
NIG-200,NIG-210,202301,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202302,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202303,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202304,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202305,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202306,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202307,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202308,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202309,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202310,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202311,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202312,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202401,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202402,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202403,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202404,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202405,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202406,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202407,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202408,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202409,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202410,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202411,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202412,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202501,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202502,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202503,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202504,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202505,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202506,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202507,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202508,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202509,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202510,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202511,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202512,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202601,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202602,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202603,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202604,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202605,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202606,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202607,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-200,NIG-210,202608,22000000.0,0.0,0.0,22000000.0,1.0,0.0,USD,NONE,,201901
NIG-300,NIG-310,202301,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202302,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202303,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202304,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202305,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202306,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202307,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202308,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202309,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202310,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202311,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202312,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202401,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202402,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202403,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202404,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202405,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202406,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202407,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202408,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202409,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202410,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202411,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202412,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202501,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202502,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202503,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202504,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202505,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202506,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202507,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202508,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202509,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202510,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202511,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202512,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202601,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202602,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202603,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202604,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202605,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202606,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202607,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-300,NIG-310,202608,16000000.0,0.0,0.0,16000000.0,1.0,0.0,USD,NONE,,202103
NIG-400,NIG-410,202407,0.0,38000000.0,0.0,38000000.0,1.0,0.0,USD,ACQUISITION,INV-011,202407
NIG-400,NIG-410,202408,38000000.0,0.0,0.0,38000000.0,1.0,0.0,USD,NONE,,202407
NIG-400,NIG-410,202409,38000000.0,0.0,0.0,38000000.0,1.0,0.0,USD,NONE,,202407
NIG-400,NIG-410,202410,38000000.0,0.0,0.0,38000000.0,1.0,0.0,USD,NONE,,202407
NIG-400,NIG-410,202411,38000000.0,0.0,0.0,38000000.0,1.0,0.0,USD,NONE,,202407
NIG-400,NIG-410,202412,38000000.0,0.0,0.0,38000000.0,1.0,0.0,USD,NONE,,202407
NIG-400,NIG-410,202501,38000000.0,0.0,0.0,38000000.0,1.0,0.0,USD,NONE,,202407
NIG-400,NIG-410,202502,38000000.0,0.0,0.0,38000000.0,1.0,0.0,USD,NONE,,202407
NIG-400,NIG-410,202503,38000000.0,0.0,0.0,38000000.0,1.0,0.0,USD,NONE,,202407
NIG-400,NIG-410,202504,38000000.0,0.0,0.0,38000000.0,1.0,0.0,USD,NONE,,202407
NIG-400,NIG-410,202505,38000000.0,0.0,0.0,38000000.0,1.0,0.0,USD,NONE,,202407
NIG-400,NIG-410,202506,38000000.0,0.0,0.0,38000000.0,1.0,0.0,USD,NONE,,202407
NIG-400,NIG-410,202507,38000000.0,0.0,0.0,38000000.0,1.0,0.0,USD,NONE,,202407
NIG-400,NIG-410,202508,38000000.0,0.0,0.0,38000000.0,1.0,0.0,USD,NONE,,202407
NIG-400,NIG-410,202509,38000000.0,0.0,0.0,38000000.0,1.0,0.0,USD,NONE,,202407
NIG-400,NIG-410,202510,38000000.0,0.0,0.0,38000000.0,1.0,0.0,USD,NONE,,202407
NIG-400,NIG-410,202511,38000000.0,0.0,0.0,38000000.0,1.0,0.0,USD,NONE,,202407
NIG-400,NIG-410,202512,38000000.0,0.0,0.0,38000000.0,1.0,0.0,USD,NONE,,202407
NIG-400,NIG-410,202601,38000000.0,0.0,0.0,38000000.0,1.0,0.0,USD,NONE,,202407
NIG-400,NIG-410,202602,38000000.0,0.0,0.0,38000000.0,1.0,0.0,USD,NONE,,202407
NIG-400,NIG-410,202603,38000000.0,0.0,0.0,38000000.0,1.0,0.0,USD,NONE,,202407
NIG-400,NIG-410,202604,38000000.0,0.0,0.0,38000000.0,1.0,0.0,USD,NONE,,202407
NIG-400,NIG-410,202605,38000000.0,0.0,0.0,38000000.0,1.0,0.0,USD,NONE,,202407
NIG-400,NIG-410,202606,38000000.0,0.0,0.0,38000000.0,1.0,0.0,USD,NONE,,202407
NIG-400,NIG-410,202607,38000000.0,0.0,0.0,38000000.0,1.0,0.0,USD,NONE,,202407
NIG-400,NIG-410,202608,38000000.0,0.0,0.0,38000000.0,1.0,0.0,USD,NONE,,202407
NIG-500,NIG-510,202301,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202302,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202303,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202304,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202305,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202306,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202307,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202308,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202309,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202310,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202311,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202312,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202401,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202402,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202403,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202404,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202405,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202406,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202407,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202408,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202409,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202410,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202411,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202412,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202501,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202502,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202503,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202504,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202505,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202506,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202507,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202508,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202509,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202510,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202511,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202512,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202601,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202602,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202603,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202604,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202605,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202606,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202607,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
NIG-500,NIG-510,202608,16900000.0,0.0,0.0,16900000.0,0.8,0.2,USD,NONE,,202212
