product_code,product_name,product_family,product_family_code,product_line,bu_code,revenue_type,recognition_method,is_aftermarket,standard_margin_pct,is_active
VSPARE-103,Valve Spares Series 100 Model 03,Valve Spares,VSPARE,VSPARE-100,AM,PARTS,POINT_IN_TIME,TRUE,0.3802,TRUE
VSPARE-104,Valve Spares Series 100 Model 04,Valve Spares,VSPARE,VSPARE-100,AM,PARTS,POINT_IN_TIME,TRUE,0.4575,TRUE
VSPARE-201,Valve Spares Series 200 Model 01,Valve Spares,VSPARE,VSPARE-200,AM,PARTS,POINT_IN_TIME,TRUE,0.4636,TRUE
VSPARE-202,Valve Spares Series 200 Model 02,Valve Spares,VSPARE,VSPARE-200,AM,PARTS,POINT_IN_TIME,TRUE,0.4548,TRUE
VSPARE-203,Valve Spares Series 200 Model 03,Valve Spares,VSPARE,VSPARE-200,AM,PARTS,POINT_IN_TIME,TRUE,0.43,TRUE
VSPARE-204,Valve Spares Series 200 Model 04,Valve Spares,VSPARE,VSPARE-200,AM,PARTS,POINT_IN_TIME,TRUE,0.4328,TRUE
VSPARE-301,Valve Spares Series 300 Model 01,Valve Spares,VSPARE,VSPARE-300,AM,PARTS,POINT_IN_TIME,TRUE,0.4519,TRUE
VSPARE-302,Valve Spares Series 300 Model 02,Valve Spares,VSPARE,VSPARE-300,AM,PARTS,POINT_IN_TIME,TRUE,0.4721,TRUE
VSPARE-401,Valve Spares Series 400 Model 01,Valve Spares,VSPARE,VSPARE-400,AM,PARTS,POINT_IN_TIME,TRUE,0.3912,TRUE
VSPARE-402,Valve Spares Series 400 Model 02,Valve Spares,VSPARE,VSPARE-400,AM,PARTS,POINT_IN_TIME,TRUE,0.4179,TRUE
VSPARE-403,Valve Spares Series 400 Model 03,Valve Spares,VSPARE,VSPARE-400,AM,PARTS,POINT_IN_TIME,TRUE,0.4019,TRUE
VSPARE-404,Valve Spares Series 400 Model 04,Valve Spares,VSPARE,VSPARE-400,AM,PARTS,POINT_IN_TIME,TRUE,0.3816,TRUE
VSPARE-501,Valve Spares Series 500 Model 01,Valve Spares,VSPARE,VSPARE-500,AM,PARTS,POINT_IN_TIME,TRUE,0.4684,TRUE
VSPARE-502,Valve Spares Series 500 Model 02,Valve Spares,VSPARE,VSPARE-500,AM,PARTS,POINT_IN_TIME,TRUE,0.3893,TRUE
VSPARE-503,Valve Spares Series 500 Model 03,Valve Spares,VSPARE,VSPARE-500,AM,PARTS,POINT_IN_TIME,TRUE,0.4525,TRUE
SEAL-101,Seals & Consumables Series 100 Model 01,Seals & Consumables,SEAL,SEAL-100,AM,PARTS,POINT_IN_TIME,TRUE,0.4513,TRUE
SEAL-102,Seals & Consumables Series 100 Model 02,Seals & Consumables,SEAL,SEAL-100,AM,PARTS,POINT_IN_TIME,TRUE,0.4831,TRUE
SEAL-201,Seals & Consumables Series 200 Model 01,Seals & Consumables,SEAL,SEAL-200,AM,PARTS,POINT_IN_TIME,TRUE,0.4692,TRUE
SEAL-202,Seals & Consumables Series 200 Model 02,Seals & Consumables,SEAL,SEAL-200,AM,PARTS,POINT_IN_TIME,TRUE,0.3807,TRUE
SEAL-203,Seals & Consumables Series 200 Model 03,Seals & Consumables,SEAL,SEAL-200,AM,PARTS,POINT_IN_TIME,TRUE,0.3831,TRUE
SEAL-301,Seals & Consumables Series 300 Model 01,Seals & Consumables,SEAL,SEAL-300,AM,PARTS,POINT_IN_TIME,TRUE,0.465,TRUE
SEAL-302,Seals & Consumables Series 300 Model 02,Seals & Consumables,SEAL,SEAL-300,AM,PARTS,POINT_IN_TIME,TRUE,0.39,TRUE
SEAL-303,Seals & Consumables Series 300 Model 03,Seals & Consumables,SEAL,SEAL-300,AM,PARTS,POINT_IN_TIME,TRUE,0.4416,TRUE
SEAL-401,Seals & Consumables Series 400 Model 01,Seals & Consumables,SEAL,SEAL-400,AM,PARTS,POINT_IN_TIME,TRUE,0.477,TRUE
SEAL-402,Seals & Consumables Series 400 Model 02,Seals & Consumables,SEAL,SEAL-400,AM,PARTS,POINT_IN_TIME,TRUE,0.4536,TRUE
SEAL-403,Seals & Consumables Series 400 Model 03,Seals & Consumables,SEAL,SEAL-400,AM,PARTS,POINT_IN_TIME,TRUE,0.3965,TRUE
SEAL-404,Seals & Consumables Series 400 Model 04,Seals & Consumables,SEAL,SEAL-400,AM,PARTS,POINT_IN_TIME,TRUE,0.4299,TRUE
SEAL-501,Seals & Consumables Series 500 Model 01,Seals & Consumables,SEAL,SEAL-500,AM,PARTS,POINT_IN_TIME,TRUE,0.396,TRUE
SEAL-502,Seals & Consumables Series 500 Model 02,Seals & Consumables,SEAL,SEAL-500,AM,PARTS,POINT_IN_TIME,TRUE,0.4459,TRUE
SEAL-503,Seals & Consumables Series 500 Model 03,Seals & Consumables,SEAL,SEAL-500,AM,PARTS,POINT_IN_TIME,TRUE,0.4458,TRUE
KIT-101,Repair Kits Series 100 Model 01,Repair Kits,KIT,KIT-100,AM,PARTS,POINT_IN_TIME,TRUE,0.4274,TRUE
KIT-102,Repair Kits Series 100 Model 02,Repair Kits,KIT,KIT-100,AM,PARTS,POINT_IN_TIME,TRUE,0.3806,TRUE
KIT-103,Repair Kits Series 100 Model 03,Repair Kits,KIT,KIT-100,AM,PARTS,POINT_IN_TIME,TRUE,0.4514,TRUE
KIT-104,Repair Kits Series 100 Model 04,Repair Kits,KIT,KIT-100,AM,PARTS,POINT_IN_TIME,TRUE,0.4627,TRUE
KIT-201,Repair Kits Series 200 Model 01,Repair Kits,KIT,KIT-200,AM,PARTS,POINT_IN_TIME,TRUE,0.4185,TRUE
KIT-202,Repair Kits Series 200 Model 02,Repair Kits,KIT,KIT-200,AM,PARTS,POINT_IN_TIME,TRUE,0.4489,TRUE
KIT-203,Repair Kits Series 200 Model 03,Repair Kits,KIT,KIT-200,AM,PARTS,POINT_IN_TIME,TRUE,0.4077,TRUE
KIT-301,Repair Kits Series 300 Model 01,Repair Kits,KIT,KIT-300,AM,PARTS,POINT_IN_TIME,TRUE,0.4334,TRUE
KIT-302,Repair Kits Series 300 Model 02,Repair Kits,KIT,KIT-300,AM,PARTS,POINT_IN_TIME,TRUE,0.4243,TRUE
KIT-303,Repair Kits Series 300 Model 03,Repair Kits,KIT,KIT-300,AM,PARTS,POINT_IN_TIME,TRUE,0.3959,TRUE
KIT-304,Repair Kits Series 300 Model 04,Repair Kits,KIT,KIT-300,AM,PARTS,POINT_IN_TIME,TRUE,0.3867,TRUE
KIT-401,Repair Kits Series 400 Model 01,Repair Kits,KIT,KIT-400,AM,PARTS,POINT_IN_TIME,TRUE,0.4278,TRUE
KIT-402,Repair Kits Series 400 Model 02,Repair Kits,KIT,KIT-400,AM,PARTS,POINT_IN_TIME,TRUE,0.3814,TRUE
KIT-501,Repair Kits Series 500 Model 01,Repair Kits,KIT,KIT-500,AM,PARTS,POINT_IN_TIME,TRUE,0.4597,TRUE
KIT-502,Repair Kits Series 500 Model 02,Repair Kits,KIT,KIT-500,AM,PARTS,POINT_IN_TIME,TRUE,0.424,TRUE
