customer_code,customer_name,customer_group_code,customer_group_name,industry_sector,country_code,billing_entity,channel,payment_terms_days,first_order_date,is_key_account,is_active
C5000017,Ashford Refining Industries - 500 017,CG0176,Ashford Refining Industries,Water Treatment,US,NIG-500,DISTRIBUTOR,75,2025-01-05,FALSE,TRUE
C5000018,Larkfield Industrial B.V. - 500 018,CG0012,Larkfield Industrial B.V.,Pulp & Paper,US,NIG-500,DISTRIBUTOR,30,2020-03-06,TRUE,TRUE
C5000019,Cedar Ridge Energy Works - 500 019,CG0003,Cedar Ridge Energy Works,General Industrial,US,NIG-500,DIRECT,45,2020-08-03,TRUE,TRUE
C5000020,Ashford Chemicals Corporation - 500 020,CG0001,Ashford Chemicals Corporation,Food & Beverage,US,NIG-500,DIRECT,75,2021-03-01,TRUE,TRUE
C5000021,Granville Minerals Holdings - 500 021,CG0057,Granville Minerals Holdings,Water Treatment,US,NIG-500,DIRECT,30,2024-04-24,FALSE,TRUE
C5000022,Cedar Ridge Energy Works - 500 022,CG0003,Cedar Ridge Energy Works,Mining & Minerals,US,NIG-500,DISTRIBUTOR,75,2023-09-29,TRUE,TRUE
C5000023,Westmoor Chemicals Corporation - 500 023,CG0073,Westmoor Chemicals Corporation,Mining & Minerals,US,NIG-500,DIRECT,30,2021-12-13,FALSE,TRUE
C5000024,Ironside Minerals Holdings - 500 024,CG0009,Ironside Minerals Holdings,Water Treatment,US,NIG-500,DISTRIBUTOR,90,2020-04-21,TRUE,TRUE
C5000025,Granville Processing GmbH - 500 025,CG0007,Granville Processing GmbH,Water Treatment,US,NIG-500,DIRECT,90,2024-07-08,TRUE,TRUE
C5000026,Ironside Minerals Holdings - 500 026,CG0009,Ironside Minerals Holdings,Water Treatment,US,NIG-500,DIRECT,30,2024-01-22,TRUE,TRUE
C5000027,Baytown Utilities Ltd. - 500 027,CG0002,Baytown Utilities Ltd.,Refining & Petrochemical,US,NIG-500,DIRECT,45,2019-07-23,TRUE,TRUE
C5000028,Oakfield Energy Works - 500 028,CG0015,Oakfield Energy Works,Power Generation,US,NIG-500,DIRECT,45,2025-02-02,TRUE,TRUE
C5000029,Kestrel Bay Energy Works - 500 029,CG0111,Kestrel Bay Energy Works,General Industrial,US,NIG-500,DIRECT,30,2021-03-11,FALSE,TRUE
C5000030,Harlow Minerals Holdings - 500 030,CG0033,Harlow Minerals Holdings,Water Treatment,US,NIG-500,DIRECT,60,2022-02-20,FALSE,TRUE
C5000031,Cedar Ridge Energy Works - 500 031,CG0003,Cedar Ridge Energy Works,Power Generation,US,NIG-500,DISTRIBUTOR,45,2025-02-08,TRUE,TRUE
C5000032,Ashford Chemicals Corporation - 500 032,CG0001,Ashford Chemicals Corporation,Power Generation,US,NIG-500,DISTRIBUTOR,45,2021-11-13,TRUE,TRUE
C5000033,Ashford Chemicals Corporation - 500 033,CG0001,Ashford Chemicals Corporation,Refining & Petrochemical,US,NIG-500,DIRECT,60,2022-07-07,TRUE,TRUE
C5000034,Redmond Minerals Holdings - 500 034,CG0093,Redmond Minerals Holdings,Refining & Petrochemical,US,NIG-500,DIRECT,30,2025-01-09,FALSE,TRUE
C5000035,Quarry Hill Petrochemical plc - 500 035,CG0017,Quarry Hill Petrochemical plc,Power Generation,US,NIG-500,DIRECT,60,2019-11-12,TRUE,TRUE
C5000036,Ashford Chemicals Corporation - 500 036,CG0001,Ashford Chemicals Corporation,Water Treatment,US,NIG-500,DIRECT,45,2022-05-06,TRUE,TRUE
C5000037,Quarry Hill Paper Inc. - 500 037,CG0167,Quarry Hill Paper Inc.,Power Generation,US,NIG-500,DISTRIBUTOR,60,2022-04-14,FALSE,TRUE
C5000038,Larkfield Energy Works - 500 038,CG0087,Larkfield Energy Works,Refining & Petrochemical,US,NIG-500,DISTRIBUTOR,45,2025-04-16,FALSE,TRUE
C5000039,Northbrook Utilities Ltd. - 500 039,CG0014,Northbrook Utilities Ltd.,Power Generation,US,NIG-500,DISTRIBUTOR,90,2020-08-09,TRUE,TRUE
C5000040,Eastgate Paper Inc. - 500 040,CG0155,Eastgate Paper Inc.,Power Generation,US,NIG-500,DIRECT,45,2020-10-21,FALSE,TRUE
C5000041,Ironside Minerals Holdings - 500 041,CG0009,Ironside Minerals Holdings,Food & Beverage,US,NIG-500,DIRECT,30,2022-02-02,TRUE,TRUE
C5000042,Larkfield Refining Industries - 500 042,CG0212,Larkfield Refining Industries,Mining & Minerals,US,NIG-500,DIRECT,60,2024-05-09,FALSE,TRUE
C5000043,Cedar Ridge Energy Works - 500 043,CG0003,Cedar Ridge Energy Works,Power Generation,US,NIG-500,DIRECT,75,2025-07-02,TRUE,TRUE
C5000044,Baytown Utilities Ltd. - 500 044,CG0002,Baytown Utilities Ltd.,Mining & Minerals,US,NIG-500,DIRECT,75,2019-09-26,TRUE,TRUE
C5000045,Baytown Utilities Ltd. - 500 045,CG0002,Baytown Utilities Ltd.,Pulp & Paper,US,NIG-500,DIRECT,75,2019-01-26,TRUE,TRUE
C5000046,Vale Utilities Ltd. - 500 046,CG0122,Vale Utilities Ltd.,Food & Beverage,US,NIG-500,DIRECT,90,2023-12-16,FALSE,TRUE
C5000047,Redmond Chemicals Corporation - 500 047,CG0193,Redmond Chemicals Corporation,General Industrial,US,NIG-500,DIRECT,60,2023-11-20,FALSE,TRUE
C5000048,Ashford Chemicals Corporation - 500 048,CG0001,Ashford Chemicals Corporation,Water Treatment,US,NIG-500,DIRECT,30,2024-09-01,TRUE,TRUE
C5000049,Harlow Minerals Holdings - 500 049,CG0033,Harlow Minerals Holdings,Mining & Minerals,US,NIG-500,DIRECT,60,2024-07-20,FALSE,TRUE
C5000050,Ironside Paper Inc. - 500 050,CG0059,Ironside Paper Inc.,General Industrial,US,NIG-500,DISTRIBUTOR,60,2024-02-24,FALSE,TRUE
C5000051,Ashford Processing GmbH - 500 051,CG0151,Ashford Processing GmbH,Power Generation,US,NIG-500,DIRECT,90,2023-03-22,FALSE,TRUE
C5000052,Ashford Chemicals Corporation - 500 052,CG0001,Ashford Chemicals Corporation,General Industrial,US,NIG-500,DISTRIBUTOR,75,2022-06-28,TRUE,TRUE
C5000053,Meridian Park Petrochemical plc - 500 053,CG0113,Meridian Park Petrochemical plc,Pulp & Paper,US,NIG-500,DIRECT,60,2019-09-28,FALSE,TRUE
C5000054,Eastgate Petrochemical plc - 500 054,CG0005,Eastgate Petrochemical plc,Food & Beverage,US,NIG-500,DIRECT,60,2024-08-24,TRUE,TRUE
C5000055,Ironside Minerals Holdings - 500 055,CG0009,Ironside Minerals Holdings,Mining & Minerals,US,NIG-500,DIRECT,75,2021-09-19,TRUE,TRUE
C5000056,Harlow Water Partners - 500 056,CG0058,Harlow Water Partners,Food & Beverage,US,NIG-500,DIRECT,90,2023-08-17,FALSE,TRUE
C5000057,Cedar Ridge Foods Group - 500 057,CG0028,Cedar Ridge Foods Group,Pharmaceutical,US,NIG-500,DISTRIBUTOR,90,2019-06-29,FALSE,TRUE
C5000058,Juniper Petrochemical plc - 500 058,CG0185,Juniper Petrochemical plc,Pharmaceutical,US,NIG-500,DISTRIBUTOR,30,2023-09-04,FALSE,TRUE
C5000059,Ashford Chemicals Corporation - 500 059,CG0001,Ashford Chemicals Corporation,Power Generation,US,NIG-500,DISTRIBUTOR,60,2020-05-03,TRUE,TRUE
C5000060,Delta Point Metals LLC - 500 060,CG0054,Delta Point Metals LLC,Power Generation,US,NIG-500,DIRECT,75,2019-04-23,FALSE,TRUE
C5000061,Ashford Chemicals Corporation - 500 061,CG0001,Ashford Chemicals Corporation,Power Generation,US,NIG-500,DISTRIBUTOR,75,2020-06-29,TRUE,TRUE
C5000062,Ashford Chemicals Corporation - 500 062,CG0001,Ashford Chemicals Corporation,Power Generation,US,NIG-500,DISTRIBUTOR,60,2021-01-02,TRUE,TRUE
C5000063,Eastgate Petrochemical plc - 500 063,CG0005,Eastgate Petrochemical plc,Mining & Minerals,US,NIG-500,DIRECT,45,2023-12-17,TRUE,TRUE
C5000064,Westmoor Chemicals Corporation - 500 064,CG0073,Westmoor Chemicals Corporation,Refining & Petrochemical,US,NIG-500,DIRECT,45,2024-08-16,FALSE,TRUE
C5000065,Vale Industrial B.V. - 500 065,CG0072,Vale Industrial B.V.,Power Generation,US,NIG-500,DIRECT,90,2019-09-05,FALSE,TRUE
C5000066,Eastgate Petrochemical plc - 500 066,CG0005,Eastgate Petrochemical plc,Water Treatment,US,NIG-500,DIRECT,90,2019-11-01,TRUE,TRUE
C5000067,Harlow Industrial B.V. - 500 067,CG0108,Harlow Industrial B.V.,Chemicals,US,NIG-500,DISTRIBUTOR,60,2020-02-05,FALSE,TRUE
C5000068,Quarry Hill Petrochemical plc - 500 068,CG0017,Quarry Hill Petrochemical plc,Pharmaceutical,US,NIG-500,DISTRIBUTOR,30,2025-05-21,TRUE,TRUE
C5000069,Ashford Chemicals Corporation - 500 069,CG0001,Ashford Chemicals Corporation,Power Generation,US,NIG-500,DISTRIBUTOR,90,2020-05-07,TRUE,TRUE
C5000070,Ashford Chemicals Corporation - 500 070,CG0001,Ashford Chemicals Corporation,Pharmaceutical,US,NIG-500,DIRECT,45,2021-10-21,TRUE,TRUE
C5000071,Stonebridge Processing GmbH - 500 071,CG0019,Stonebridge Processing GmbH,Water Treatment,US,NIG-500,DIRECT,75,2021-02-28,TRUE,TRUE
C5000072,Cedar Ridge Processing GmbH - 500 072,CG0103,Cedar Ridge Processing GmbH,Power Generation,US,NIG-500,DISTRIBUTOR,90,2024-06-09,FALSE,TRUE
C5000073,Eastgate Petrochemical plc - 500 073,CG0005,Eastgate Petrochemical plc,Mining & Minerals,US,NIG-500,DIRECT,45,2022-12-09,TRUE,TRUE
C5000074,Larkfield Utilities Ltd. - 500 074,CG0062,Larkfield Utilities Ltd.,General Industrial,US,NIG-500,DISTRIBUTOR,45,2025-07-15,FALSE,TRUE
C5000075,Granville Processing GmbH - 500 075,CG0007,Granville Processing GmbH,Chemicals,US,NIG-500,DIRECT,60,2019-10-03,TRUE,TRUE
C5000076,Pinehurst Processing GmbH - 500 076,CG0091,Pinehurst Processing GmbH,Food & Beverage,US,NIG-500,DIRECT,30,2025-03-15,FALSE,TRUE
C5000077,Redmond Processing GmbH - 500 077,CG0043,Redmond Processing GmbH,Chemicals,US,NIG-500,DIRECT,45,2020-05-14,FALSE,TRUE
C5000078,Granville Refining Industries - 500 078,CG0032,Granville Refining Industries,Chemicals,US,NIG-500,DIRECT,60,2025-04-27,FALSE,TRUE
C5000079,Baytown Utilities Ltd. - 500 079,CG0002,Baytown Utilities Ltd.,Chemicals,US,NIG-500,DIRECT,30,2022-11-01,TRUE,TRUE
C5000080,Oakfield Industrial B.V. - 500 080,CG0240,Oakfield Industrial B.V.,Mining & Minerals,US,NIG-500,DIRECT,30,2022-04-27,FALSE,TRUE
C5000081,Delta Point Foods Group - 500 081,CG0004,Delta Point Foods Group,Pharmaceutical,US,NIG-500,DIRECT,60,2024-05-15,TRUE,TRUE
C5000082,Foxbridge Processing GmbH - 500 082,CG0031,Foxbridge Processing GmbH,Pharmaceutical,US,NIG-500,DISTRIBUTOR,60,2020-12-28,FALSE,TRUE
C5000083,Ironside Chemicals Corporation - 500 083,CG0109,Ironside Chemicals Corporation,Chemicals,US,NIG-500,DIRECT,45,2023-09-13,FALSE,TRUE
C5000084,Eastgate Metals LLC - 500 084,CG0030,Eastgate Metals LLC,Refining & Petrochemical,US,NIG-500,DIRECT,60,2022-04-30,FALSE,TRUE
C5000085,Zenith Chemicals Corporation - 500 085,CG0025,Zenith Chemicals Corporation,Water Treatment,US,NIG-500,DISTRIBUTOR,30,2023-08-25,TRUE,TRUE
C5000086,Meridian Park Energy Works - 500 086,CG0063,Meridian Park Energy Works,Refining & Petrochemical,US,NIG-500,DIRECT,60,2021-04-30,FALSE,TRUE
C5000087,Harlow Refining Industries - 500 087,CG0008,Harlow Refining Industries,Water Treatment,US,NIG-500,DIRECT,45,2020-07-20,TRUE,TRUE
C5000088,Redmond Metals LLC - 500 088,CG0018,Redmond Metals LLC,General Industrial,US,NIG-500,DIRECT,75,2023-07-12,TRUE,TRUE
C5000089,Baytown Utilities Ltd. - 500 089,CG0002,Baytown Utilities Ltd.,Mining & Minerals,US,NIG-500,DISTRIBUTOR,30,2023-01-17,TRUE,TRUE
C5000090,Harlow Foods Group - 500 090,CG0208,Harlow Foods Group,Food & Beverage,US,NIG-500,DIRECT,45,2019-09-09,FALSE,TRUE
C5000091,Ashford Chemicals Corporation - 500 091,CG0001,Ashford Chemicals Corporation,Power Generation,US,NIG-500,DISTRIBUTOR,60,2023-02-18,TRUE,TRUE
C5000092,Baytown Utilities Ltd. - 500 092,CG0002,Baytown Utilities Ltd.,Mining & Minerals,US,NIG-500,DISTRIBUTOR,30,2025-06-20,TRUE,TRUE
C5000093,Harlow Paper Inc. - 500 093,CG0083,Harlow Paper Inc.,Pharmaceutical,US,NIG-500,DIRECT,75,2021-10-20,FALSE,TRUE
C5000094,Baytown Utilities Ltd. - 500 094,CG0002,Baytown Utilities Ltd.,Water Treatment,US,NIG-500,DIRECT,30,2023-07-29,TRUE,TRUE
C3000001,Ashford Chemicals Corporation - 300 001,CG0001,Ashford Chemicals Corporation,Pharmaceutical,US,NIG-300,DIRECT,45,2020-12-15,TRUE,TRUE
C3000002,Delta Point Foods Group - 300 002,CG0004,Delta Point Foods Group,Food & Beverage,US,NIG-300,DIRECT,30,2023-06-03,TRUE,TRUE
C3000003,Kestrel Bay Paper Inc. - 300 003,CG0011,Kestrel Bay Paper Inc.,Power Generation,US,NIG-300,DIRECT,90,2020-01-18,TRUE,TRUE
C3000004,Yarrow Industrial B.V. - 300 004,CG0024,Yarrow Industrial B.V.,Chemicals,US,NIG-300,DIRECT,30,2019-11-04,TRUE,TRUE
C3000005,Westmoor Refining Industries - 300 005,CG0248,Westmoor Refining Industries,Power Generation,US,NIG-300,DIRECT,30,2020-02-23,FALSE,TRUE
C3000006,Ashford Chemicals Corporation - 300 006,CG0001,Ashford Chemicals Corporation,Pulp & Paper,US,NIG-300,DISTRIBUTOR,60,2019-06-30,TRUE,TRUE
C3000007,Vale Water Partners - 300 007,CG0022,Vale Water Partners,Refining & Petrochemical,US,NIG-300,DIRECT,60,2024-01-07,TRUE,TRUE
C3000008,Delta Point Paper Inc. - 300 008,CG0179,Delta Point Paper Inc.,General Industrial,US,NIG-300,DIRECT,60,2019-08-15,FALSE,TRUE
C3000009,Thornbury Refining Industries - 300 009,CG0020,Thornbury Refining Industries,Refining & Petrochemical,US,NIG-300,DIRECT,90,2021-06-23,TRUE,TRUE
C3000010,Larkfield Utilities Ltd. - 300 010,CG0062,Larkfield Utilities Ltd.,Food & Beverage,US,NIG-300,DIRECT,75,2020-03-03,FALSE,TRUE
C3000011,Baytown Utilities Ltd. - 300 011,CG0002,Baytown Utilities Ltd.,Food & Beverage,US,NIG-300,DIRECT,30,2021-06-08,TRUE,TRUE
C3000012,Kestrel Bay Paper Inc. - 300 012,CG0011,Kestrel Bay Paper Inc.,Mining & Minerals,US,NIG-300,DIRECT,60,2021-02-01,TRUE,TRUE
C3000013,Ironside Water Partners - 300 013,CG0034,Ironside Water Partners,Chemicals,US,NIG-300,DISTRIBUTOR,30,2022-05-19,FALSE,TRUE
C3000014,Pinehurst Foods Group - 300 014,CG0016,Pinehurst Foods Group,Refining & Petrochemical,US,NIG-300,DIRECT,75,2021-02-22,TRUE,TRUE
C3000015,Stonebridge Processing GmbH - 300 015,CG0019,Stonebridge Processing GmbH,Power Generation,US,NIG-300,DISTRIBUTOR,45,2023-04-11,TRUE,TRUE
C3000016,Baytown Utilities Ltd. - 300 016,CG0002,Baytown Utilities Ltd.,Pharmaceutical,US,NIG-300,DIRECT,90,2022-04-04,TRUE,TRUE
C3000017,Vale Water Partners - 300 017,CG0022,Vale Water Partners,General Industrial,US,NIG-300,DIRECT,45,2019-07-13,TRUE,TRUE
C3000018,Foxbridge Metals LLC - 300 018,CG0006,Foxbridge Metals LLC,Pulp & Paper,US,NIG-300,DISTRIBUTOR,75,2025-06-29,TRUE,TRUE
C3000019,Eastgate Petrochemical plc - 300 019,CG0005,Eastgate Petrochemical plc,General Industrial,US,NIG-300,DIRECT,60,2021-05-06,TRUE,TRUE
C3000020,Baytown Paper Inc. - 300 020,CG0227,Baytown Paper Inc.,Power Generation,US,NIG-300,DIRECT,45,2024-05-04,FALSE,TRUE
C3000021,Yarrow Foods Group - 300 021,CG0124,Yarrow Foods Group,Refining & Petrochemical,US,NIG-300,DIRECT,90,2019-07-13,FALSE,TRUE
C3000022,Delta Point Metals LLC - 300 022,CG0054,Delta Point Metals LLC,Water Treatment,US,NIG-300,DIRECT,30,2021-05-03,FALSE,TRUE
C3000023,Baytown Utilities Ltd. - 300 023,CG0002,Baytown Utilities Ltd.,Refining & Petrochemical,US,NIG-300,DIRECT,30,2020-09-15,TRUE,TRUE
C3000024,Larkfield Industrial B.V. - 300 024,CG0012,Larkfield Industrial B.V.,Water Treatment,US,NIG-300,DIRECT,60,2024-02-13,TRUE,TRUE
C3000025,Cedar Ridge Foods Group - 300 025,CG0028,Cedar Ridge Foods Group,Pulp & Paper,US,NIG-300,DIRECT,90,2021-06-13,FALSE,TRUE
C3000026,Delta Point Petrochemical plc - 300 026,CG0029,Delta Point Petrochemical plc,Mining & Minerals,US,NIG-300,DIRECT,75,2023-08-28,FALSE,TRUE
C3000027,Meridian Park Minerals Holdings - 300 027,CG0213,Meridian Park Minerals Holdings,Pulp & Paper,US,NIG-300,DIRECT,45,2023-10-31,FALSE,TRUE
C3000028,Baytown Utilities Ltd. - 300 028,CG0002,Baytown Utilities Ltd.,General Industrial,US,NIG-300,DISTRIBUTOR,75,2022-10-01,TRUE,TRUE
C3000029,Ironside Water Partners - 300 029,CG0034,Ironside Water Partners,Food & Beverage,US,NIG-300,DISTRIBUTOR,60,2024-12-06,FALSE,TRUE
C3000030,Ironside Water Partners - 300 030,CG0034,Ironside Water Partners,Pharmaceutical,US,NIG-300,DISTRIBUTOR,60,2021-01-18,FALSE,TRUE
C3000031,Yarrow Chemicals Corporation - 300 031,CG0049,Yarrow Chemicals Corporation,General Industrial,US,NIG-300,DIRECT,60,2024-01-29,FALSE,TRUE
C3000032,Baytown Minerals Holdings - 300 032,CG0177,Baytown Minerals Holdings,Refining & Petrochemical,US,NIG-300,DIRECT,90,2025-06-25,FALSE,TRUE
C3000033,Quarry Hill Petrochemical plc - 300 033,CG0017,Quarry Hill Petrochemical plc,Refining & Petrochemical,US,NIG-300,DISTRIBUTOR,60,2019-12-16,TRUE,TRUE
C3000034,Northbrook Processing GmbH - 300 034,CG0139,Northbrook Processing GmbH,General Industrial,US,NIG-300,DISTRIBUTOR,90,2024-12-05,FALSE,TRUE
C3000035,Vale Utilities Ltd. - 300 035,CG0122,Vale Utilities Ltd.,Water Treatment,US,NIG-300,DIRECT,30,2019-03-27,FALSE,TRUE
C3000036,Westmoor Paper Inc. - 300 036,CG0023,Westmoor Paper Inc.,Power Generation,US,NIG-300,DIRECT,30,2023-11-30,TRUE,TRUE
C3000037,Kestrel Bay Industrial B.V. - 300 037,CG0036,Kestrel Bay Industrial B.V.,Refining & Petrochemical,US,NIG-300,DIRECT,45,2019-08-23,FALSE,TRUE
C3000038,Foxbridge Industrial B.V. - 300 038,CG0156,Foxbridge Industrial B.V.,Food & Beverage,US,NIG-300,DIRECT,30,2023-04-28,FALSE,TRUE
C3000039,Oakfield Energy Works - 300 039,CG0015,Oakfield Energy Works,General Industrial,US,NIG-300,DIRECT,45,2020-12-03,TRUE,TRUE
C3000040,Upton Industrial B.V. - 300 040,CG0096,Upton Industrial B.V.,Mining & Minerals,US,NIG-300,DISTRIBUTOR,30,2021-06-29,FALSE,TRUE
C3000041,Northbrook Metals LLC - 300 041,CG0114,Northbrook Metals LLC,Food & Beverage,US,NIG-300,DIRECT,30,2020-01-24,FALSE,TRUE
C3000042,Foxbridge Metals LLC - 300 042,CG0006,Foxbridge Metals LLC,Mining & Minerals,US,NIG-300,DIRECT,60,2024-03-27,TRUE,TRUE
C3000043,Ashford Chemicals Corporation - 300 043,CG0001,Ashford Chemicals Corporation,Pulp & Paper,US,NIG-300,DIRECT,30,2022-10-28,TRUE,TRUE
C3000044,Yarrow Chemicals Corporation - 300 044,CG0049,Yarrow Chemicals Corporation,Power Generation,US,NIG-300,DISTRIBUTOR,90,2024-11-01,FALSE,TRUE
C3000045,Pinehurst Petrochemical plc - 300 045,CG0041,Pinehurst Petrochemical plc,Refining & Petrochemical,US,NIG-300,DIRECT,60,2019-01-31,FALSE,TRUE
C3000046,Thornbury Minerals Holdings - 300 046,CG0045,Thornbury Minerals Holdings,Mining & Minerals,US,NIG-300,DIRECT,60,2019-01-25,FALSE,TRUE
C3000047,Foxbridge Metals LLC - 300 047,CG0006,Foxbridge Metals LLC,Chemicals,US,NIG-300,DIRECT,30,2019-04-08,TRUE,TRUE
C3000048,Baytown Petrochemical plc - 300 048,CG0077,Baytown Petrochemical plc,Mining & Minerals,US,NIG-300,DIRECT,60,2023-06-30,FALSE,TRUE
C3000049,Meridian Park Refining Industries - 300 049,CG0188,Meridian Park Refining Industries,Pharmaceutical,US,NIG-300,DIRECT,30,2025-05-13,FALSE,TRUE
C3000050,Ashford Chemicals Corporation - 300 050,CG0001,Ashford Chemicals Corporation,Mining & Minerals,US,NIG-300,DIRECT,60,2020-05-08,TRUE,TRUE
C3000051,Larkfield Foods Group - 300 051,CG0112,Larkfield Foods Group,Refining & Petrochemical,US,NIG-300,DIRECT,45,2024-07-22,FALSE,TRUE
C3000052,Granville Petrochemical plc - 300 052,CG0257,Granville Petrochemical plc,Mining & Minerals,US,NIG-300,DIRECT,45,2021-03-21,FALSE,TRUE
C3000053,Stonebridge Minerals Holdings - 300 053,CG0069,Stonebridge Minerals Holdings,General Industrial,US,NIG-300,DIRECT,60,2020-11-16,FALSE,TRUE
C3000054,Harlow Refining Industries - 300 054,CG0008,Harlow Refining Industries,Food & Beverage,US,NIG-300,DIRECT,60,2019-03-27,TRUE,TRUE
C3000055,Cedar Ridge Energy Works - 300 055,CG0003,Cedar Ridge Energy Works,General Industrial,US,NIG-300,DIRECT,30,2023-04-05,TRUE,TRUE
C3000056,Quarry Hill Processing GmbH - 300 056,CG0067,Quarry Hill Processing GmbH,Mining & Minerals,US,NIG-300,DIRECT,60,2025-02-18,FALSE,TRUE
C3000057,Redmond Metals LLC - 300 057,CG0018,Redmond Metals LLC,Refining & Petrochemical,US,NIG-300,DIRECT,90,2020-10-12,TRUE,TRUE
C3000058,Baytown Paper Inc. - 300 058,CG0227,Baytown Paper Inc.,Pharmaceutical,US,NIG-300,DIRECT,90,2022-05-28,FALSE,TRUE
C3000059,Ironside Minerals Holdings - 300 059,CG0009,Ironside Minerals Holdings,Pulp & Paper,US,NIG-300,DIRECT,45,2019-02-06,TRUE,TRUE
C3000060,Delta Point Minerals Holdings - 300 060,CG0129,Delta Point Minerals Holdings,Chemicals,US,NIG-300,DIRECT,30,2019-11-06,FALSE,TRUE
C3000061,Harlow Refining Industries - 300 061,CG0008,Harlow Refining Industries,Mining & Minerals,US,NIG-300,DISTRIBUTOR,30,2020-03-28,TRUE,TRUE
C3000062,Granville Utilities Ltd. - 300 062,CG0182,Granville Utilities Ltd.,Power Generation,US,NIG-300,DIRECT,30,2019-08-19,FALSE,TRUE
C3000063,Kestrel Bay Foods Group - 300 063,CG0136,Kestrel Bay Foods Group,Chemicals,US,NIG-300,DIRECT,75,2020-06-24,FALSE,TRUE
C3000064,Redmond Water Partners - 300 064,CG0118,Redmond Water Partners,Pulp & Paper,US,NIG-300,DIRECT,45,2022-06-14,FALSE,TRUE
C3000065,Westmoor Paper Inc. - 300 065,CG0023,Westmoor Paper Inc.,Pulp & Paper,US,NIG-300,DISTRIBUTOR,45,2019-03-07,TRUE,TRUE
C3000066,Kestrel Bay Refining Industries - 300 066,CG0236,Kestrel Bay Refining Industries,Pharmaceutical,US,NIG-300,DIRECT,45,2025-07-26,FALSE,TRUE
C3000067,Ashford Chemicals Corporation - 300 067,CG0001,Ashford Chemicals Corporation,Power Generation,US,NIG-300,DISTRIBUTOR,60,2023-06-04,TRUE,TRUE
C3000068,Cedar Ridge Energy Works - 300 068,CG0003,Cedar Ridge Energy Works,Food & Beverage,US,NIG-300,DIRECT,30,2021-08-31,TRUE,TRUE
C3000069,Oakfield Foods Group - 300 069,CG0040,Oakfield Foods Group,Water Treatment,US,NIG-300,DIRECT,60,2024-06-04,FALSE,TRUE
C3000070,Ashford Chemicals Corporation - 300 070,CG0001,Ashford Chemicals Corporation,Pulp & Paper,US,NIG-300,DIRECT,75,2019-10-22,TRUE,TRUE
C3000071,Baytown Utilities Ltd. - 300 071,CG0002,Baytown Utilities Ltd.,General Industrial,US,NIG-300,DIRECT,30,2024-05-01,TRUE,TRUE
C3000072,Granville Industrial B.V. - 300 072,CG0132,Granville Industrial B.V.,Mining & Minerals,US,NIG-300,DIRECT,60,2023-09-01,FALSE,TRUE
C3000073,Ironside Foods Group - 300 073,CG0184,Ironside Foods Group,Power Generation,US,NIG-300,DIRECT,45,2023-11-09,FALSE,TRUE
C3000074,Juniper Water Partners - 300 074,CG0010,Juniper Water Partners,Chemicals,US,NIG-300,DIRECT,30,2024-08-29,TRUE,TRUE
C3000075,Cedar Ridge Energy Works - 300 075,CG0003,Cedar Ridge Energy Works,General Industrial,US,NIG-300,DIRECT,90,2021-09-30,TRUE,TRUE
C3000076,Redmond Refining Industries - 300 076,CG0068,Redmond Refining Industries,Water Treatment,US,NIG-300,DIRECT,30,2021-06-24,FALSE,TRUE
C3000077,Ashford Refining Industries - 300 077,CG0176,Ashford Refining Industries,Mining & Minerals,US,NIG-300,DISTRIBUTOR,90,2021-01-11,FALSE,TRUE
C3000078,Granville Petrochemical plc - 300 078,CG0257,Granville Petrochemical plc,Refining & Petrochemical,US,NIG-300,DISTRIBUTOR,60,2025-01-20,FALSE,TRUE
C3000079,Kestrel Bay Paper Inc. - 300 079,CG0011,Kestrel Bay Paper Inc.,Water Treatment,US,NIG-300,DIRECT,75,2020-10-29,TRUE,TRUE
C3000080,Baytown Utilities Ltd. - 300 080,CG0002,Baytown Utilities Ltd.,Water Treatment,US,NIG-300,DISTRIBUTOR,90,2024-12-29,TRUE,TRUE
C3000081,Pinehurst Processing GmbH - 300 081,CG0091,Pinehurst Processing GmbH,Pulp & Paper,US,NIG-300,DIRECT,30,2021-10-05,FALSE,TRUE
C3000082,Ironside Petrochemical plc - 300 082,CG0209,Ironside Petrochemical plc,General Industrial,US,NIG-300,DIRECT,30,2019-05-11,FALSE,TRUE
C3000083,Eastgate Metals LLC - 300 083,CG0030,Eastgate Metals LLC,Mining & Minerals,US,NIG-300,DIRECT,45,2020-06-08,FALSE,TRUE
C3000084,Ashford Chemicals Corporation - 300 084,CG0001,Ashford Chemicals Corporation,Chemicals,US,NIG-300,DIRECT,45,2020-09-21,TRUE,TRUE
C3000085,Ashford Chemicals Corporation - 300 085,CG0001,Ashford Chemicals Corporation,Water Treatment,US,NIG-300,DIRECT,30,2020-08-29,TRUE,TRUE
C3000086,Eastgate Chemicals Corporation - 300 086,CG0205,Eastgate Chemicals Corporation,Power Generation,US,NIG-300,DISTRIBUTOR,60,2024-08-10,FALSE,TRUE
C3000087,Pinehurst Foods Group - 300 087,CG0016,Pinehurst Foods Group,Pharmaceutical,US,NIG-300,DIRECT,60,2020-09-12,TRUE,TRUE
C3000088,Thornbury Chemicals Corporation - 300 088,CG0145,Thornbury Chemicals Corporation,General Industrial,US,NIG-300,DIRECT,75,2022-09-18,FALSE,TRUE
