holding_period,transaction_period,months_held,seller_entity,buyer_entity,inventory_category,buyer_inventory_account,transfer_price_usd,seller_cost_usd,ic_gross_profit_usd,ic_margin_pct,quantity_transferred,pct_remaining,quantity_remaining,value_remaining_usd,value_remaining_buyer_local,buyer_currency,unrealised_profit_usd,months_on_hand
202403,202401,2,NIG-200,NIG-500,SPARE_PARTS,130300,669319.16,589000.86,80318.3,0.12,189,0.176955,33,118439.19,118439.19,USD,14212.7,2.43
202404,202404,0,NIG-200,NIG-500,SPARE_PARTS,130300,576141.47,507004.5,69136.98,0.12,146,1.0,146,576141.47,576141.47,USD,69136.98,2.43
202404,202403,1,NIG-200,NIG-500,SPARE_PARTS,130300,583728.96,513681.48,70047.48,0.12,166,0.588477,97,343511.28,343511.28,USD,41221.35,2.43
202404,202402,2,NIG-200,NIG-500,SPARE_PARTS,130300,615327.61,541488.3,73839.31,0.12,294,0.176955,52,108885.13,108885.13,USD,13066.22,2.43
202405,202405,0,NIG-200,NIG-500,SPARE_PARTS,130300,566587.33,498596.85,67990.48,0.12,295,1.0,295,566587.33,566587.33,USD,67990.48,2.43
202405,202404,1,NIG-200,NIG-500,SPARE_PARTS,130300,576141.47,507004.5,69136.98,0.12,154,0.588477,90,339046.22,339046.22,USD,40685.55,2.43
202405,202403,2,NIG-200,NIG-500,SPARE_PARTS,130300,583728.96,513681.48,70047.48,0.12,164,0.176955,29,103293.6,103293.6,USD,12395.23,2.43
202406,202406,0,NIG-200,NIG-500,SPARE_PARTS,130300,609823.16,536644.38,73178.78,0.12,283,1.0,283,609823.16,609823.16,USD,73178.78,2.43
202406,202405,1,NIG-200,NIG-500,SPARE_PARTS,130300,566587.33,498596.85,67990.48,0.12,183,0.588477,107,333423.82,333423.82,USD,40010.86,2.43
202406,202404,2,NIG-200,NIG-500,SPARE_PARTS,130300,576141.47,507004.5,69136.98,0.12,186,0.176955,32,101950.96,101950.96,USD,12234.12,2.43
202407,202407,0,NIG-200,NIG-500,SPARE_PARTS,130300,653956.27,575481.52,78474.75,0.12,326,1.0,326,653956.27,653956.27,USD,78474.75,2.43
202407,202406,1,NIG-200,NIG-500,SPARE_PARTS,130300,609823.16,536644.38,73178.78,0.12,181,0.588477,106,358867.13,358867.13,USD,43064.06,2.43
202407,202405,2,NIG-200,NIG-500,SPARE_PARTS,130300,566587.33,498596.85,67990.48,0.12,314,0.176955,55,100260.31,100260.31,USD,12031.24,2.43
202408,202408,0,NIG-200,NIG-500,SPARE_PARTS,130300,705977.14,621259.88,84717.26,0.12,185,1.0,185,705977.14,705977.14,USD,84717.26,2.43
202408,202407,1,NIG-200,NIG-500,SPARE_PARTS,130300,653956.27,575481.52,78474.75,0.12,264,0.588477,155,384838.46,384838.46,USD,46180.62,2.43
202408,202406,2,NIG-200,NIG-500,SPARE_PARTS,130300,609823.16,536644.38,73178.78,0.12,203,0.176955,35,107911.09,107911.09,USD,12949.33,2.43
202409,202409,0,NIG-200,NIG-500,SPARE_PARTS,130300,676003.01,594882.65,81120.36,0.12,186,1.0,186,676003.01,676003.01,USD,81120.36,2.43
202409,202408,1,NIG-200,NIG-500,SPARE_PARTS,130300,705977.14,621259.88,84717.26,0.12,174,0.588477,102,415451.57,415451.57,USD,49854.19,2.43
202409,202407,2,NIG-200,NIG-500,SPARE_PARTS,130300,653956.27,575481.52,78474.75,0.12,178,0.176955,31,115720.66,115720.66,USD,13886.48,2.43
202410,202410,0,NIG-200,NIG-500,SPARE_PARTS,130300,724399.84,637471.86,86927.98,0.12,346,1.0,346,724399.84,724399.84,USD,86927.98,2.43
202410,202409,1,NIG-200,NIG-500,SPARE_PARTS,130300,676003.01,594882.65,81120.36,0.12,282,0.588477,165,397812.47,397812.47,USD,47737.5,2.43
202410,202408,2,NIG-200,NIG-500,SPARE_PARTS,130300,705977.14,621259.88,84717.26,0.12,283,0.176955,50,124926.0,124926.0,USD,14991.12,2.43
202411,202411,0,NIG-200,NIG-500,SPARE_PARTS,130300,716497.51,630517.81,85979.7,0.12,198,1.0,198,716497.51,716497.51,USD,85979.7,2.43
202411,202410,1,NIG-200,NIG-500,SPARE_PARTS,130300,724399.84,637471.86,86927.98,0.12,245,0.588477,144,426292.91,426292.91,USD,51155.15,2.43
202411,202409,2,NIG-200,NIG-500,SPARE_PARTS,130300,676003.01,594882.65,81120.36,0.12,242,0.176955,42,119621.93,119621.93,USD,14354.63,2.43
202412,202412,0,NIG-200,NIG-500,SPARE_PARTS,130300,728238.54,640849.91,87388.62,0.12,378,1.0,378,728238.54,728238.54,USD,87388.62,2.43
202412,202411,1,NIG-200,NIG-500,SPARE_PARTS,130300,716497.51,630517.81,85979.7,0.12,344,0.588477,202,421642.57,421642.57,USD,50597.11,2.43
202412,202410,2,NIG-200,NIG-500,SPARE_PARTS,130300,724399.84,637471.86,86927.98,0.12,306,0.176955,54,128185.98,128185.98,USD,15382.32,2.43
202401,202401,0,NIG-200,NIG-510,SPARE_PARTS,130300,489019.29,430336.97,58682.31,0.12,136,1.0,136,489019.29,391224.85,GBP,58682.31,3.38
202402,202402,0,NIG-200,NIG-510,SPARE_PARTS,130300,434464.35,382328.62,52135.72,0.12,146,1.0,146,434464.35,343329.54,GBP,52135.72,3.38
202402,202401,1,NIG-200,NIG-510,SPARE_PARTS,130300,489019.29,430336.97,58682.31,0.12,144,0.704142,101,344339.03,272109.24,GBP,41320.68,3.38
202403,202403,0,NIG-200,NIG-510,SPARE_PARTS,130300,413056.23,363489.48,49566.75,0.12,211,1.0,211,413056.23,331815.48,GBP,49566.75,3.38
202403,202402,1,NIG-200,NIG-510,SPARE_PARTS,130300,434464.35,382328.62,52135.72,0.12,140,0.704142,98,305924.6,245754.72,GBP,36710.95,3.38
202403,202401,2,NIG-200,NIG-510,SPARE_PARTS,130300,489019.29,430336.97,58682.31,0.12,167,0.408284,68,199658.76,160389.47,GBP,23959.05,3.38
202404,202404,0,NIG-200,NIG-510,SPARE_PARTS,130300,391421.36,344450.8,46970.56,0.12,99,1.0,99,391421.36,317126.66,GBP,46970.56,3.38
202404,202403,1,NIG-200,NIG-510,SPARE_PARTS,130300,413056.23,363489.48,49566.75,0.12,112,0.704142,78,290850.24,235644.69,GBP,34902.03,3.38
202404,202402,2,NIG-200,NIG-510,SPARE_PARTS,130300,434464.35,382328.62,52135.72,0.12,110,0.408284,44,177384.85,143715.88,GBP,21286.18,3.38
202404,202401,3,NIG-200,NIG-510,SPARE_PARTS,130300,489019.29,430336.97,58682.31,0.12,224,0.112426,25,54978.5,44543.17,GBP,6597.42,3.38
202405,202405,0,NIG-200,NIG-510,SPARE_PARTS,130300,405699.55,357015.6,48683.95,0.12,206,1.0,206,405699.55,332350.61,GBP,48683.95,3.38
202405,202404,1,NIG-200,NIG-510,SPARE_PARTS,130300,391421.36,344450.8,46970.56,0.12,93,0.704142,65,275616.22,225785.86,GBP,33073.95,3.38
202405,202403,2,NIG-200,NIG-510,SPARE_PARTS,130300,413056.23,363489.48,49566.75,0.12,132,0.408284,53,168644.26,138154.02,GBP,20237.31,3.38
202405,202402,3,NIG-200,NIG-510,SPARE_PARTS,130300,434464.35,382328.62,52135.72,0.12,115,0.112426,12,48845.1,40014.09,GBP,5861.41,3.38
202406,202406,0,NIG-200,NIG-510,SPARE_PARTS,130300,442054.94,389008.35,53046.59,0.12,224,1.0,224,442054.94,365953.49,GBP,53046.59,3.38
202406,202405,1,NIG-200,NIG-510,SPARE_PARTS,130300,405699.55,357015.6,48683.95,0.12,165,0.704142,116,285670.1,236490.9,GBP,34280.41,3.38
202406,202404,2,NIG-200,NIG-510,SPARE_PARTS,130300,391421.36,344450.8,46970.56,0.12,141,0.408284,57,159811.09,132299.0,GBP,19177.33,3.38
202406,202403,3,NIG-200,NIG-510,SPARE_PARTS,130300,413056.23,363489.48,49566.75,0.12,100,0.112426,11,46438.27,38443.75,GBP,5572.59,3.38
202407,202407,0,NIG-200,NIG-510,SPARE_PARTS,130300,476066.11,418938.18,57127.93,0.12,215,1.0,215,476066.11,381456.7,GBP,57127.93,3.38
202407,202406,1,NIG-200,NIG-510,SPARE_PARTS,130300,442054.94,389008.35,53046.59,0.12,129,0.704142,90,311269.46,249410.36,GBP,37352.33,3.38
202407,202405,2,NIG-200,NIG-510,SPARE_PARTS,130300,405699.55,357015.6,48683.95,0.12,151,0.408284,61,165640.64,132722.6,GBP,19876.88,3.38
202407,202404,3,NIG-200,NIG-510,SPARE_PARTS,130300,391421.36,344450.8,46970.56,0.12,104,0.112426,11,44005.95,35260.58,GBP,5280.71,3.38
202408,202408,0,NIG-200,NIG-510,SPARE_PARTS,130300,544991.54,479592.55,65398.98,0.12,150,1.0,150,544991.54,427559.69,GBP,65398.98,3.38
202408,202407,1,NIG-200,NIG-510,SPARE_PARTS,130300,476066.11,418938.18,57127.93,0.12,122,0.704142,85,335218.15,262987.14,GBP,40226.18,3.38
202408,202406,2,NIG-200,NIG-510,SPARE_PARTS,130300,442054.94,389008.35,53046.59,0.12,121,0.408284,49,180483.97,141594.25,GBP,21658.08,3.38
202408,202405,3,NIG-200,NIG-510,SPARE_PARTS,130300,405699.55,357015.6,48683.95,0.12,129,0.112426,14,45611.19,35783.14,GBP,5473.34,3.38
202409,202409,0,NIG-200,NIG-510,SPARE_PARTS,130300,526982.7,463744.78,63237.92,0.12,292,1.0,292,526982.7,424744.9,GBP,63237.92,3.38
202409,202408,1,NIG-200,NIG-510,SPARE_PARTS,130300,544991.54,479592.55,65398.98,0.12,197,0.704142,138,383751.44,309301.36,GBP,46050.17,3.38
202409,202407,2,NIG-200,NIG-510,SPARE_PARTS,130300,476066.11,418938.18,57127.93,0.12,238,0.408284,97,194370.19,156661.21,GBP,23324.42,3.38
202409,202406,3,NIG-200,NIG-510,SPARE_PARTS,130300,442054.94,389008.35,53046.59,0.12,241,0.112426,27,49698.48,40056.68,GBP,5963.82,3.38
202410,202410,0,NIG-200,NIG-510,SPARE_PARTS,130300,534246.59,470137.0,64109.59,0.12,245,1.0,245,534246.59,433474.57,GBP,64109.59,3.38
202410,202409,1,NIG-200,NIG-510,SPARE_PARTS,130300,526982.7,463744.78,63237.92,0.12,201,0.704142,141,371070.66,301077.63,GBP,44528.48,3.38
202410,202408,2,NIG-200,NIG-510,SPARE_PARTS,130300,544991.54,479592.55,65398.98,0.12,194,0.408284,79,222511.34,180540.24,GBP,26701.36,3.38
202410,202407,3,NIG-200,NIG-510,SPARE_PARTS,130300,476066.11,418938.18,57127.93,0.12,145,0.112426,16,53522.23,43426.62,GBP,6422.67,3.38
202411,202411,0,NIG-200,NIG-510,SPARE_PARTS,130300,532206.01,468341.29,63864.72,0.12,249,1.0,249,532206.01,423288.88,GBP,63864.72,3.38
202411,202410,1,NIG-200,NIG-510,SPARE_PARTS,130300,534246.59,470137.0,64109.59,0.12,215,0.704142,151,376185.47,299198.28,GBP,45142.26,3.38
202411,202409,2,NIG-200,NIG-510,SPARE_PARTS,130300,526982.7,463744.78,63237.92,0.12,134,0.408284,54,215158.62,171125.93,GBP,25819.03,3.38
202411,202408,3,NIG-200,NIG-510,SPARE_PARTS,130300,544991.54,479592.55,65398.98,0.12,154,0.112426,17,61271.24,48731.94,GBP,7352.55,3.38
202412,202412,0,NIG-200,NIG-510,SPARE_PARTS,130300,528791.34,465336.38,63454.96,0.12,182,1.0,182,528791.34,422357.3,GBP,63454.96,3.38
202412,202411,1,NIG-200,NIG-510,SPARE_PARTS,130300,532206.01,468341.29,63864.72,0.12,136,0.704142,95,374748.61,299319.98,GBP,44969.83,3.38
202412,202410,2,NIG-200,NIG-510,SPARE_PARTS,130300,534246.59,470137.0,64109.59,0.12,166,0.408284,67,218124.35,174220.72,GBP,26174.92,3.38
202412,202409,3,NIG-200,NIG-510,SPARE_PARTS,130300,526982.7,463744.78,63237.92,0.12,140,0.112426,15,59246.58,47321.55,GBP,7109.59,3.38
202401,202401,0,NIG-220,NIG-200,COMPONENTS,130100,320658.73,288592.85,32065.87,0.1,99,1.0,99,320658.73,320658.73,USD,32065.87,1.89
202402,202402,0,NIG-220,NIG-200,COMPONENTS,130100,309633.7,278670.33,30963.37,0.1,74,1.0,74,309633.7,309633.7,USD,30963.37,1.89
202402,202401,1,NIG-220,NIG-200,COMPONENTS,130100,320658.73,288592.85,32065.87,0.1,146,0.470899,68,150998.02,150998.02,USD,15099.8,1.89
202403,202403,0,NIG-220,NIG-200,COMPONENTS,130100,281312.47,253181.22,28131.25,0.1,107,1.0,107,281312.47,281312.47,USD,28131.25,1.89
202403,202402,1,NIG-220,NIG-200,COMPONENTS,130100,309633.7,278670.33,30963.37,0.1,81,0.470899,38,145806.35,145806.35,USD,14580.63,1.89
202404,202404,0,NIG-220,NIG-200,COMPONENTS,130100,279737.94,251764.14,27973.79,0.1,70,1.0,70,279737.94,279737.94,USD,27973.79,1.89
202404,202403,1,NIG-220,NIG-200,COMPONENTS,130100,281312.47,253181.22,28131.25,0.1,75,0.470899,35,132469.89,132469.89,USD,13246.99,1.89
202405,202405,0,NIG-220,NIG-200,COMPONENTS,130100,289487.5,260538.75,28948.75,0.1,86,1.0,86,289487.5,289487.5,USD,28948.75,1.89
202405,202404,1,NIG-220,NIG-200,COMPONENTS,130100,279737.94,251764.14,27973.79,0.1,91,0.470899,42,131728.45,131728.45,USD,13172.84,1.89
202406,202406,0,NIG-220,NIG-200,COMPONENTS,130100,308445.47,277600.93,30844.55,0.1,82,1.0,82,308445.47,308445.47,USD,30844.55,1.89
202406,202405,1,NIG-220,NIG-200,COMPONENTS,130100,289487.5,260538.75,28948.75,0.1,113,0.470899,53,136319.51,136319.51,USD,13631.95,1.89
202407,202407,0,NIG-220,NIG-200,COMPONENTS,130100,327068.07,294361.26,32706.81,0.1,84,1.0,84,327068.07,327068.07,USD,32706.81,1.89
202407,202406,1,NIG-220,NIG-200,COMPONENTS,130100,308445.47,277600.93,30844.55,0.1,98,0.470899,46,145246.81,145246.81,USD,14524.68,1.89
202408,202408,0,NIG-220,NIG-200,COMPONENTS,130100,343501.42,309151.28,34350.14,0.1,169,1.0,169,343501.42,343501.42,USD,34350.14,1.89
202408,202407,1,NIG-220,NIG-200,COMPONENTS,130100,327068.07,294361.26,32706.81,0.1,92,0.470899,43,154016.18,154016.18,USD,15401.62,1.89
202409,202409,0,NIG-220,NIG-200,COMPONENTS,130100,359084.11,323175.7,35908.41,0.1,153,1.0,153,359084.11,359084.11,USD,35908.41,1.89
202409,202408,1,NIG-220,NIG-200,COMPONENTS,130100,343501.42,309151.28,34350.14,0.1,93,0.470899,43,161754.64,161754.64,USD,16175.46,1.89
202410,202410,0,NIG-220,NIG-200,COMPONENTS,130100,364803.11,328322.8,36480.31,0.1,124,1.0,124,364803.11,364803.11,USD,36480.31,1.89
202410,202409,1,NIG-220,NIG-200,COMPONENTS,130100,359084.11,323175.7,35908.41,0.1,85,0.470899,40,169092.52,169092.52,USD,16909.25,1.89
202411,202411,0,NIG-220,NIG-200,COMPONENTS,130100,364936.25,328442.63,36493.63,0.1,178,1.0,178,364936.25,364936.25,USD,36493.63,1.89
202411,202410,1,NIG-220,NIG-200,COMPONENTS,130100,364803.11,328322.8,36480.31,0.1,150,0.470899,70,171785.59,171785.59,USD,17178.56,1.89
202412,202412,0,NIG-220,NIG-200,COMPONENTS,130100,364331.23,327898.11,36433.12,0.1,90,1.0,90,364331.23,364331.23,USD,36433.12,1.89
202412,202411,1,NIG-220,NIG-200,COMPONENTS,130100,364936.25,328442.63,36493.63,0.1,124,0.470899,58,171848.29,171848.29,USD,17184.83,1.89
202501,202501,0,NIG-200,NIG-210,FINISHED_GOODS,130300,1227160.94,1079901.62,147259.31,0.12,617,1.0,617,1227160.94,1748721.27,CAD,147259.31,2.97
202502,202502,0,NIG-200,NIG-210,FINISHED_GOODS,130300,1147938.26,1010185.67,137752.59,0.12,462,1.0,462,1147938.26,1582677.41,CAD,137752.59,2.97
202502,202501,1,NIG-200,NIG-210,FINISHED_GOODS,130300,1227160.94,1079901.62,147259.31,0.12,647,0.6633,429,813975.44,1122238.52,CAD,97677.05,2.97
202503,202503,0,NIG-200,NIG-210,FINISHED_GOODS,130300,1014567.53,892819.43,121748.1,0.12,255,1.0,255,1014567.53,1349639.28,CAD,121748.1,2.97
202503,202502,1,NIG-200,NIG-210,FINISHED_GOODS,130300,1147938.26,1010185.67,137752.59,0.12,292,0.6633,193,761427.06,1012896.46,CAD,91371.25,2.97
202503,202501,2,NIG-200,NIG-210,FINISHED_GOODS,130300,1227160.94,1079901.62,147259.31,0.12,417,0.326599,136,400789.94,533155.09,CAD,48094.79,2.97
202504,202504,0,NIG-200,NIG-210,FINISHED_GOODS,130300,994562.54,875215.03,119347.5,0.12,524,1.0,524,994562.54,1292050.61,CAD,119347.5,2.97
202504,202503,1,NIG-200,NIG-210,FINISHED_GOODS,130300,1014567.53,892819.43,121748.1,0.12,250,0.6633,165,672962.3,874255.09,CAD,80755.48,2.97
202504,202502,2,NIG-200,NIG-210,FINISHED_GOODS,130300,1147938.26,1010185.67,137752.59,0.12,398,0.326599,129,374915.86,487058.63,CAD,44989.9,2.97
202505,202505,0,NIG-200,NIG-210,FINISHED_GOODS,130300,1081162.12,951422.66,129739.45,0.12,337,1.0,337,1081162.12,1382986.34,CAD,129739.45,2.97
202505,202504,1,NIG-200,NIG-210,FINISHED_GOODS,130300,994562.54,875215.03,119347.5,0.12,269,0.6633,178,659693.0,843857.17,CAD,79163.16,2.97
202505,202503,2,NIG-200,NIG-210,FINISHED_GOODS,130300,1014567.53,892819.43,121748.1,0.12,413,0.326599,134,331357.07,423860.86,CAD,39762.85,2.97
202506,202506,0,NIG-200,NIG-210,FINISHED_GOODS,130300,1078610.59,949177.32,129433.27,0.12,348,1.0,348,1078610.59,1393957.37,CAD,129433.27,2.97
202506,202505,1,NIG-200,NIG-210,FINISHED_GOODS,130300,1081162.12,951422.66,129739.45,0.12,300,0.6633,198,717134.47,926798.69,CAD,86056.14,2.97
202506,202504,2,NIG-200,NIG-210,FINISHED_GOODS,130300,994562.54,875215.03,119347.5,0.12,281,0.326599,91,324823.45,419790.1,CAD,38978.81,2.97
202507,202507,0,NIG-200,NIG-210,FINISHED_GOODS,130300,1256797.96,1105982.2,150815.75,0.12,662,1.0,662,1256797.96,1635685.62,CAD,150815.75,2.97
202507,202506,1,NIG-200,NIG-210,FINISHED_GOODS,130300,1078610.59,949177.32,129433.27,0.12,348,0.6633,230,715442.04,931126.8,CAD,85853.05,2.97
202507,202505,2,NIG-200,NIG-210,FINISHED_GOODS,130300,1081162.12,951422.66,129739.45,0.12,496,0.326599,161,353106.82,459558.15,CAD,42372.82,2.97
202508,202508,0,NIG-200,NIG-210,FINISHED_GOODS,130300,1265018.89,1113216.63,151802.27,0.12,464,1.0,464,1265018.89,1667961.56,CAD,151802.27,2.97
202508,202507,1,NIG-200,NIG-210,FINISHED_GOODS,130300,1256797.96,1105982.2,150815.75,0.12,482,0.6633,319,833633.66,1099168.49,CAD,100036.04,2.97
202508,202506,2,NIG-200,NIG-210,FINISHED_GOODS,130300,1078610.59,949177.32,129433.27,0.12,293,0.326599,95,352273.49,464482.11,CAD,42272.82,2.97
202509,202509,0,NIG-200,NIG-210,FINISHED_GOODS,130300,1357435.96,1194543.65,162892.32,0.12,333,1.0,333,1357435.96,1841636.14,CAD,162892.32,2.97
202509,202508,1,NIG-200,NIG-210,FINISHED_GOODS,130300,1265018.89,1113216.63,151802.27,0.12,458,0.6633,303,839086.61,1138390.51,CAD,100690.39,2.97
202509,202507,2,NIG-200,NIG-210,FINISHED_GOODS,130300,1256797.96,1105982.2,150815.75,0.12,352,0.326599,114,410469.37,556884.63,CAD,49256.32,2.97
202510,202510,0,NIG-200,NIG-210,FINISHED_GOODS,130300,1405522.22,1236859.56,168662.67,0.12,429,1.0,429,1405522.22,1883988.32,CAD,168662.67,2.97
202510,202509,1,NIG-200,NIG-210,FINISHED_GOODS,130300,1357435.96,1194543.65,162892.32,0.12,423,0.6633,280,900386.82,1206895.36,CAD,108046.42,2.97
202510,202508,2,NIG-200,NIG-210,FINISHED_GOODS,130300,1265018.89,1113216.63,151802.27,0.12,606,0.326599,197,413154.32,553799.79,CAD,49578.52,2.97
202511,202511,0,NIG-200,NIG-210,FINISHED_GOODS,130300,1339548.35,1178802.55,160745.8,0.12,481,1.0,481,1339548.35,1824705.72,CAD,160745.8,2.97
202511,202510,1,NIG-200,NIG-210,FINISHED_GOODS,130300,1405522.22,1236859.56,168662.67,0.12,729,0.6633,483,932282.42,1269936.29,CAD,111873.89,2.97
202511,202509,2,NIG-200,NIG-210,FINISHED_GOODS,130300,1357435.96,1194543.65,162892.32,0.12,442,0.326599,144,443337.67,603905.63,CAD,53200.52,2.97
202512,202512,0,NIG-200,NIG-210,FINISHED_GOODS,130300,1321674.64,1163073.69,158600.96,0.12,588,1.0,588,1321674.64,1822999.51,CAD,158600.96,2.97
202512,202511,1,NIG-200,NIG-210,FINISHED_GOODS,130300,1339548.35,1178802.55,160745.8,0.12,470,0.6633,311,888521.97,1225547.54,CAD,106622.64,2.97
202512,202510,2,NIG-200,NIG-210,FINISHED_GOODS,130300,1405522.22,1236859.56,168662.67,0.12,456,0.326599,148,459042.61,633162.22,CAD,55085.11,2.97
202501,202501,0,NIG-200,NIG-500,SPARE_PARTS,130300,795938.92,700426.25,95512.67,0.12,292,1.0,292,795938.92,795938.92,USD,95512.67,2.43
202502,202502,0,NIG-200,NIG-500,SPARE_PARTS,130300,733836.62,645776.22,88060.39,0.12,240,1.0,240,733836.62,733836.62,USD,88060.39,2.43
202502,202501,1,NIG-200,NIG-500,SPARE_PARTS,130300,795938.92,700426.25,95512.67,0.12,225,0.588477,132,468392.04,468392.04,USD,56207.04,2.43
202503,202503,0,NIG-200,NIG-500,SPARE_PARTS,130300,673722.24,592875.57,80846.67,0.12,207,1.0,207,673722.24,673722.24,USD,80846.67,2.43
202503,202502,1,NIG-200,NIG-500,SPARE_PARTS,130300,733836.62,645776.22,88060.39,0.12,195,0.588477,114,431846.24,431846.24,USD,51821.55,2.43
202503,202501,2,NIG-200,NIG-500,SPARE_PARTS,130300,795938.92,700426.25,95512.67,0.12,207,0.176955,36,140845.16,140845.16,USD,16901.42,2.43
202504,202504,0,NIG-200,NIG-500,SPARE_PARTS,130300,581284.01,511529.93,69754.08,0.12,171,1.0,171,581284.01,581284.01,USD,69754.08,2.43
202504,202503,1,NIG-200,NIG-500,SPARE_PARTS,130300,673722.24,592875.57,80846.67,0.12,174,0.588477,102,396470.29,396470.29,USD,47576.43,2.43
202504,202502,2,NIG-200,NIG-500,SPARE_PARTS,130300,733836.62,645776.22,88060.39,0.12,385,0.176955,68,129855.86,129855.86,USD,15582.7,2.43
202505,202505,0,NIG-200,NIG-500,SPARE_PARTS,130300,645078.87,567669.41,77409.46,0.12,154,1.0,154,645078.87,645078.87,USD,77409.46,2.43
202505,202504,1,NIG-200,NIG-500,SPARE_PARTS,130300,581284.01,511529.93,69754.08,0.12,179,0.588477,105,342072.48,342072.48,USD,41048.7,2.43
202505,202503,2,NIG-200,NIG-500,SPARE_PARTS,130300,673722.24,592875.57,80846.67,0.12,335,0.176955,59,119218.34,119218.34,USD,14306.2,2.43
202506,202506,0,NIG-200,NIG-500,SPARE_PARTS,130300,682871.33,600926.77,81944.56,0.12,191,1.0,191,682871.33,682871.33,USD,81944.56,2.43
202506,202505,1,NIG-200,NIG-500,SPARE_PARTS,130300,645078.87,567669.41,77409.46,0.12,220,0.588477,129,379614.31,379614.31,USD,45553.72,2.43
202506,202504,2,NIG-200,NIG-500,SPARE_PARTS,130300,581284.01,511529.93,69754.08,0.12,256,0.176955,45,102860.96,102860.96,USD,12343.31,2.43
202507,202507,0,NIG-200,NIG-500,SPARE_PARTS,130300,723716.75,636870.74,86846.01,0.12,237,1.0,237,723716.75,723716.75,USD,86846.01,2.43
202507,202506,1,NIG-200,NIG-500,SPARE_PARTS,130300,682871.33,600926.77,81944.56,0.12,184,0.588477,108,401854.32,401854.32,USD,48222.52,2.43
202507,202505,2,NIG-200,NIG-500,SPARE_PARTS,130300,645078.87,567669.41,77409.46,0.12,207,0.176955,36,114149.76,114149.76,USD,13697.97,2.43
202508,202508,0,NIG-200,NIG-500,SPARE_PARTS,130300,782278.31,688404.91,93873.4,0.12,348,1.0,348,782278.31,782278.31,USD,93873.4,2.43
202508,202507,1,NIG-200,NIG-500,SPARE_PARTS,130300,723716.75,636870.74,86846.01,0.12,202,0.588477,118,425890.93,425890.93,USD,51106.91,2.43
202508,202506,2,NIG-200,NIG-500,SPARE_PARTS,130300,682871.33,600926.77,81944.56,0.12,294,0.176955,52,120837.31,120837.31,USD,14500.48,2.43
202509,202509,0,NIG-200,NIG-500,SPARE_PARTS,130300,859294.27,756178.96,103115.31,0.12,247,1.0,247,859294.27,859294.27,USD,103115.31,2.43
202509,202508,1,NIG-200,NIG-500,SPARE_PARTS,130300,782278.31,688404.91,93873.4,0.12,205,0.588477,120,460353.08,460353.08,USD,55242.37,2.43
202509,202507,2,NIG-200,NIG-500,SPARE_PARTS,130300,723716.75,636870.74,86846.01,0.12,228,0.176955,40,128065.1,128065.1,USD,15367.81,2.43
202510,202510,0,NIG-200,NIG-500,SPARE_PARTS,130300,851296.97,749141.33,102155.64,0.12,264,1.0,264,851296.97,851296.97,USD,102155.64,2.43
202510,202509,1,NIG-200,NIG-500,SPARE_PARTS,130300,859294.27,756178.96,103115.31,0.12,211,0.588477,124,505675.23,505675.23,USD,60681.03,2.43
202510,202508,2,NIG-200,NIG-500,SPARE_PARTS,130300,782278.31,688404.91,93873.4,0.12,280,0.176955,49,138427.85,138427.85,USD,16611.34,2.43
202511,202511,0,NIG-200,NIG-500,SPARE_PARTS,130300,822197.4,723533.72,98663.69,0.12,359,1.0,359,822197.4,822197.4,USD,98663.69,2.43
202511,202510,1,NIG-200,NIG-500,SPARE_PARTS,130300,851296.97,749141.33,102155.64,0.12,263,0.588477,154,500969.0,500969.0,USD,60116.28,2.43
202511,202509,2,NIG-200,NIG-500,SPARE_PARTS,130300,859294.27,756178.96,103115.31,0.12,205,0.176955,36,152056.19,152056.19,USD,18246.74,2.43
202512,202512,0,NIG-200,NIG-500,SPARE_PARTS,130300,818484.32,720266.2,98218.12,0.12,266,1.0,266,818484.32,818484.32,USD,98218.12,2.43
202512,202511,1,NIG-200,NIG-500,SPARE_PARTS,130300,822197.4,723533.72,98663.69,0.12,218,0.588477,128,483844.56,483844.56,USD,58061.35,2.43
202512,202510,2,NIG-200,NIG-500,SPARE_PARTS,130300,851296.97,749141.33,102155.64,0.12,469,0.176955,82,150641.03,150641.03,USD,18076.92,2.43
202501,202501,0,NIG-200,NIG-510,SPARE_PARTS,130300,525397.61,462349.89,63047.71,0.12,190,1.0,190,525397.61,430107.15,GBP,63047.71,3.38
202502,202502,0,NIG-200,NIG-510,SPARE_PARTS,130300,528078.82,464709.36,63369.46,0.12,150,1.0,150,528078.82,440700.81,GBP,63369.46,3.38
202502,202501,1,NIG-200,NIG-510,SPARE_PARTS,130300,525397.61,462349.89,63047.71,0.12,209,0.704142,147,369954.53,308740.38,GBP,44394.54,3.38
202503,202503,0,NIG-200,NIG-510,SPARE_PARTS,130300,470898.35,414390.55,56507.8,0.12,114,1.0,114,470898.35,394773.96,GBP,56507.8,3.38
202503,202502,1,NIG-200,NIG-510,SPARE_PARTS,130300,528078.82,464709.36,63369.46,0.12,149,0.704142,104,371842.48,311731.25,GBP,44621.1,3.38
202503,202501,2,NIG-200,NIG-510,SPARE_PARTS,130300,525397.61,462349.89,63047.71,0.12,219,0.408284,89,214511.45,179834.0,GBP,25741.37,3.38
