entity_code,erp_system,erp_company_code,period_key,journal_id,line_number,posting_date,document_reference,document_type,event_type,description,source_account,expected_group_account,cost_center_code,department_code,dept_function,currency_code,amount_local,ic_partner_code,customer_code,product_code,line_attributes
NIG-100,AURORA,NIG100,202301,AU202301100000050,2,2023-01-23,PI-D19A599,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-758.48,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000051,1,2023-01-03,PI-94209FA,PI,PURCHASE_INVOICE,Purchase Invoice,6230,620400,100-525,D525,SGA,USD,1674.6,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000051,2,2023-01-03,PI-94209FA,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-1674.6,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000052,1,2023-01-11,PI-FCE9318,PI,PURCHASE_INVOICE,Purchase Invoice,6230,620400,100-525,D525,SGA,USD,900.49,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000052,2,2023-01-11,PI-FCE9318,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-900.49,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000053,1,2023-01-30,PI-D2B4DA4,PI,PURCHASE_INVOICE,Purchase Invoice,6300,630100,100-500,D500,SGA,USD,3048.84,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000053,2,2023-01-30,PI-D2B4DA4,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-3048.84,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000054,1,2023-01-06,PI-BA6609B,PI,PURCHASE_INVOICE,Purchase Invoice,6300,630100,100-500,D500,SGA,USD,9311.51,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000054,2,2023-01-06,PI-BA6609B,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-9311.51,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000055,1,2023-01-12,PI-ABF9A1A,PI,PURCHASE_INVOICE,Purchase Invoice,6310,630200,100-515,D515,SGA,USD,1702.8,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000055,2,2023-01-12,PI-ABF9A1A,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-1702.8,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000056,1,2023-01-23,PI-0974906,PI,PURCHASE_INVOICE,Purchase Invoice,6310,630200,100-515,D515,SGA,USD,9885.02,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000056,2,2023-01-23,PI-0974906,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-9885.02,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000057,1,2023-01-18,PI-42F10D7,PI,PURCHASE_INVOICE,Purchase Invoice,6320,630300,100-500,D500,SGA,USD,17281.57,,,,dept_function=SGA
NIG-100,AURORA,NIG100,202301,AU202301100000057,2,2023-01-18,PI-42F10D7,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-17281.57,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000058,1,2023-01-24,PI-8567407,PI,PURCHASE_INVOICE,Purchase Invoice,6320,630300,100-500,D500,SGA,USD,743.9,,,,dept_function=SGA
NIG-100,AURORA,NIG100,202301,AU202301100000058,2,2023-01-24,PI-8567407,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-743.9,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000059,1,2023-01-18,PI-261CCC4,PI,PURCHASE_INVOICE,Purchase Invoice,6330,630400,100-900,D900,SGA,USD,53432.42,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000059,2,2023-01-18,PI-261CCC4,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-53432.42,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000060,1,2023-01-09,PI-58F164C,PI,PURCHASE_INVOICE,Purchase Invoice,6330,630400,100-900,D900,SGA,USD,31568.8,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000060,2,2023-01-09,PI-58F164C,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-31568.8,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000061,1,2023-01-12,PI-55270DE,PI,PURCHASE_INVOICE,Purchase Invoice,6400,640100,100-950,D950,SGA,USD,341.54,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000061,2,2023-01-12,PI-55270DE,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-341.54,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000062,1,2023-01-23,PI-CEE2E15,PI,PURCHASE_INVOICE,Purchase Invoice,6400,640100,100-950,D950,SGA,USD,624.12,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000062,2,2023-01-23,PI-CEE2E15,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-624.12,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000063,1,2023-01-16,PI-5DA1E7D,PI,PURCHASE_INVOICE,Purchase Invoice,6410,640200,100-950,D950,SGA,USD,271.4,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000063,2,2023-01-16,PI-5DA1E7D,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-271.4,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000064,1,2023-01-09,PI-6E5DC1F,PI,PURCHASE_INVOICE,Purchase Invoice,6410,640200,100-950,D950,SGA,USD,243.62,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000064,2,2023-01-09,PI-6E5DC1F,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-243.62,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000065,1,2023-01-06,PI-1DF6D41,PI,PURCHASE_INVOICE,Purchase Invoice,6420,640300,100-950,D950,SGA,USD,214.78,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000065,2,2023-01-06,PI-1DF6D41,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-214.78,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000066,1,2023-01-23,PI-4ECD1C1,PI,PURCHASE_INVOICE,Purchase Invoice,6420,640300,100-950,D950,SGA,USD,171.48,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000066,2,2023-01-23,PI-4ECD1C1,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-171.48,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000067,1,2023-01-27,PI-E22F602,PI,PURCHASE_INVOICE,Purchase Invoice,6430,640400,100-500,D500,SGA,USD,1389.33,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000067,2,2023-01-27,PI-E22F602,PI,PURCHASE_INVOICE,Purchase Invoice,1110,120200,100-950,D950,SGA,USD,-1389.33,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000068,1,2023-01-18,PI-89D229D,PI,PURCHASE_INVOICE,Purchase Invoice,6430,640400,100-500,D500,SGA,USD,413.23,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000068,2,2023-01-18,PI-89D229D,PI,PURCHASE_INVOICE,Purchase Invoice,1110,120200,100-950,D950,SGA,USD,-413.23,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000069,1,2023-01-20,PI-865F7AC,PI,PURCHASE_INVOICE,Purchase Invoice,6500,650100,100-510,D510,SGA,USD,5377.78,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000069,2,2023-01-20,PI-865F7AC,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-5377.78,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000070,1,2023-01-02,PI-BEBB582,PI,PURCHASE_INVOICE,Purchase Invoice,6500,650100,100-510,D510,SGA,USD,11617.65,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000070,2,2023-01-02,PI-BEBB582,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-11617.65,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000071,1,2023-01-09,PI-912105A,PI,PURCHASE_INVOICE,Purchase Invoice,6510,650200,100-510,D510,SGA,USD,8964.86,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000071,2,2023-01-09,PI-912105A,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-8964.86,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000072,1,2023-01-20,PI-8E4185F,PI,PURCHASE_INVOICE,Purchase Invoice,6510,650200,100-510,D510,SGA,USD,3395.41,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000072,2,2023-01-20,PI-8E4185F,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-3395.41,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000073,1,2023-01-20,PI-08E0039,PI,PURCHASE_INVOICE,Purchase Invoice,6520,650300,100-510,D510,SGA,USD,688.18,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000073,2,2023-01-20,PI-08E0039,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-688.18,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000074,1,2023-01-12,PI-054BC1E,PI,PURCHASE_INVOICE,Purchase Invoice,6520,650300,100-510,D510,SGA,USD,1371.89,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000074,2,2023-01-12,PI-054BC1E,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-1371.89,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000075,1,2023-01-02,PI-D9B4C00,PI,PURCHASE_INVOICE,Purchase Invoice,6600,660100,100-500,D500,SGA,USD,1247.57,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000075,2,2023-01-02,PI-D9B4C00,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-1247.57,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000076,1,2023-01-23,PI-7384D61,PI,PURCHASE_INVOICE,Purchase Invoice,6600,660100,100-500,D500,SGA,USD,6477.62,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000076,2,2023-01-23,PI-7384D61,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-6477.62,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000077,1,2023-01-31,PI-3FE7B0D,PI,PURCHASE_INVOICE,Purchase Invoice,6610,660200,100-950,D950,SGA,USD,729.82,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000077,2,2023-01-31,PI-3FE7B0D,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-729.82,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000078,1,2023-01-09,PI-4C0E53B,PI,PURCHASE_INVOICE,Purchase Invoice,6610,660200,100-950,D950,SGA,USD,622.1,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000078,2,2023-01-09,PI-4C0E53B,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-622.1,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000079,1,2023-01-09,PI-14A52CF,PI,PURCHASE_INVOICE,Purchase Invoice,6700,670100,100-500,D500,SGA,USD,229.75,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000079,2,2023-01-09,PI-14A52CF,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-229.75,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000080,1,2023-01-11,PI-B670834,PI,PURCHASE_INVOICE,Purchase Invoice,6700,670100,100-500,D500,SGA,USD,1830.32,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000080,2,2023-01-11,PI-B670834,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-1830.32,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000081,1,2023-01-02,PI-17AA632,PI,PURCHASE_INVOICE,Purchase Invoice,6710,670200,100-500,D500,SGA,USD,261.34,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000081,2,2023-01-02,PI-17AA632,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-261.34,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000082,1,2023-01-10,PI-72883CA,PI,PURCHASE_INVOICE,Purchase Invoice,6710,670200,100-500,D500,SGA,USD,768.7,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000082,2,2023-01-10,PI-72883CA,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-768.7,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000083,1,2023-01-03,PI-7F68642,PI,PURCHASE_INVOICE,Purchase Invoice,6720,670300,100-950,D950,SGA,USD,548.62,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000083,2,2023-01-03,PI-7F68642,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-548.62,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000084,1,2023-01-31,PI-CE57A6F,PI,PURCHASE_INVOICE,Purchase Invoice,6720,670300,100-950,D950,SGA,USD,223.91,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000084,2,2023-01-31,PI-CE57A6F,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-223.91,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000085,1,2023-01-24,PI-3CA17B1,PI,PURCHASE_INVOICE,Purchase Invoice,6790,670400,100-950,D950,SGA,USD,1991.5,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000085,2,2023-01-24,PI-3CA17B1,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-1991.5,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000086,1,2023-01-16,PI-B9E978D,PI,PURCHASE_INVOICE,Purchase Invoice,6790,670400,100-950,D950,SGA,USD,583.59,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000086,2,2023-01-16,PI-B9E978D,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-583.59,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000087,1,2023-01-02,PI-BF20C01,PI,PURCHASE_INVOICE,Purchase Invoice,6820,680300,100-905,D905,SGA,USD,147686.36,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000087,2,2023-01-02,PI-BF20C01,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-147686.36,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000088,1,2023-01-09,PI-B4B9A73,PI,PURCHASE_INVOICE,Purchase Invoice,6820,680300,100-905,D905,SGA,USD,18066.02,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000088,2,2023-01-09,PI-B4B9A73,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-18066.02,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000089,1,2023-01-27,PI-EA2ED06,PI,PURCHASE_INVOICE,Purchase Invoice,6850,680700,100-505,D505,SGA,USD,7761.24,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000089,2,2023-01-27,PI-EA2ED06,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-7761.24,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000090,1,2023-01-11,PI-DFC7979,PI,PURCHASE_INVOICE,Purchase Invoice,6850,680700,100-505,D505,SGA,USD,2438.91,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000090,2,2023-01-11,PI-DFC7979,PI,PURCHASE_INVOICE,Purchase Invoice,2000,210100,100-950,D950,SGA,USD,-2438.91,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000091,1,2023-01-25,DP-04BE863,DP,DEPRECIATION,Depreciation,7000,710100,100-950,D950,SGA,USD,314.06,,,,asset_class=PLANT
NIG-100,AURORA,NIG100,202301,AU202301100000091,2,2023-01-25,DP-04BE863,DP,DEPRECIATION,Depreciation,1590,155100,100-950,D950,SGA,USD,-314.06,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000092,1,2023-01-02,AC-42B1EA1,AC,ACCRUAL,Accrual,7100,730100,100-950,D950,SGA,USD,1326133.8,,,,instrument_type=TERM_LOAN
NIG-100,AURORA,NIG100,202301,AU202301100000092,2,2023-01-02,AC-42B1EA1,AC,ACCRUAL,Accrual,2295,216100,100-950,D950,SGA,USD,-1326133.8,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000093,1,2023-01-04,AC-5E07AAB,AC,ACCRUAL,Accrual,7100,730200,100-950,D950,SGA,USD,114543.31,,,,instrument_type=RCF
NIG-100,AURORA,NIG100,202301,AU202301100000093,2,2023-01-04,AC-5E07AAB,AC,ACCRUAL,Accrual,2295,216100,100-950,D950,SGA,USD,-114543.31,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000094,1,2023-01-27,AC-24B7C79,AC,ACCRUAL,Accrual,7110,730400,100-950,D950,SGA,USD,81989.57,,,,instrument_type=TERM_LOAN
NIG-100,AURORA,NIG100,202301,AU202301100000094,2,2023-01-27,AC-24B7C79,AC,ACCRUAL,Accrual,2510,230200,100-950,D950,SGA,USD,-81989.57,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000095,1,2023-01-09,AC-DA87A7B,AC,ACCRUAL,Accrual,7120,730500,100-950,D950,SGA,USD,19492.37,,,,instrument_type=RCF
NIG-100,AURORA,NIG100,202301,AU202301100000095,2,2023-01-09,AC-DA87A7B,AC,ACCRUAL,Accrual,2295,216100,100-950,D950,SGA,USD,-19492.37,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000096,1,2023-01-13,AC-DB7C12F,AC,ACCRUAL,Accrual,7200,735100,100-950,D950,SGA,USD,-25891.44,,,,instrument_type=OTHER
NIG-100,AURORA,NIG100,202301,AU202301100000096,2,2023-01-13,AC-DB7C12F,AC,ACCRUAL,Accrual,1010,110100,100-950,D950,SGA,USD,25891.44,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000097,1,2023-01-31,ICI-F73942,IC,IC_INVOICE,Intercompany interest - NIG-320,1150,120500,100-950,D950,SGA,USD,51295.65,NIG-320,,,instrument_type=AFFILIATE;partner_bu=IS
NIG-100,AURORA,NIG100,202301,AU202301100000097,2,2023-01-31,ICI-F73942,IC,IC_INVOICE,Intercompany interest - NIG-320,7900,795100,100-950,D950,SGA,USD,-51295.65,NIG-320,,,instrument_type=AFFILIATE;partner_bu=IS
NIG-100,AURORA,NIG100,202301,AU202301100000098,1,2023-01-30,ICI-F907A1,IC,IC_INVOICE,Intercompany interest - NIG-300,1150,120500,100-950,D950,SGA,USD,46629.31,NIG-300,,,instrument_type=AFFILIATE;partner_bu=IS
NIG-100,AURORA,NIG100,202301,AU202301100000098,2,2023-01-30,ICI-F907A1,IC,IC_INVOICE,Intercompany interest - NIG-300,7900,795100,100-950,D950,SGA,USD,-46629.31,NIG-300,,,instrument_type=AFFILIATE;partner_bu=IS
NIG-100,AURORA,NIG100,202301,AU202301100000099,1,2023-01-24,ICI-7A5DE5,IC,IC_INVOICE,Intercompany interest - NIG-510,1150,120500,100-950,D950,SGA,USD,18244.58,NIG-510,,,instrument_type=AFFILIATE;partner_bu=AM
NIG-100,AURORA,NIG100,202301,AU202301100000099,2,2023-01-24,ICI-7A5DE5,IC,IC_INVOICE,Intercompany interest - NIG-510,7900,795100,100-950,D950,SGA,USD,-18244.58,NIG-510,,,instrument_type=AFFILIATE;partner_bu=AM
NIG-100,AURORA,NIG100,202301,AU202301100000100,1,2023-01-05,FA-BBC80FE,FA,CAPEX,Capital expenditure,1510,150200,100-950,D950,SGA,USD,-463.93,,,,asset_class=PLANT
NIG-100,AURORA,NIG100,202301,AU202301100000100,2,2023-01-05,FA-BBC80FE,FA,CAPEX,Capital expenditure,2000,210100,100-950,D950,SGA,USD,463.93,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000101,1,2023-01-30,FA-8F14960,FA,CAPEX,Capital expenditure,1520,150300,100-950,D950,SGA,USD,-889.19,,,,asset_class=PLANT
NIG-100,AURORA,NIG100,202301,AU202301100000101,2,2023-01-30,FA-8F14960,FA,CAPEX,Capital expenditure,2000,210100,100-950,D950,SGA,USD,889.19,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000102,1,2023-01-16,FA-523A2D9,FA,CAPEX,Capital expenditure,1530,150400,100-950,D950,SGA,USD,-251.29,,,,asset_class=PLANT
NIG-100,AURORA,NIG100,202301,AU202301100000102,2,2023-01-16,FA-523A2D9,FA,CAPEX,Capital expenditure,2000,210100,100-950,D950,SGA,USD,251.29,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000103,1,2023-01-09,FA-4D4A860,FA,CAPEX,Capital expenditure,1540,150500,100-950,D950,SGA,USD,-173.97,,,,asset_class=PLANT
NIG-100,AURORA,NIG100,202301,AU202301100000103,2,2023-01-09,FA-4D4A860,FA,CAPEX,Capital expenditure,2000,210100,100-950,D950,SGA,USD,173.97,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000104,1,2023-01-12,FA-FBEF22D,FA,CAPEX,Capital expenditure,1550,150600,100-950,D950,SGA,USD,-154.64,,,,asset_class=PLANT
NIG-100,AURORA,NIG100,202301,AU202301100000104,2,2023-01-12,FA-FBEF22D,FA,CAPEX,Capital expenditure,2000,210100,100-950,D950,SGA,USD,154.64,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000105,1,2023-01-28,LR-8E858E,JE,LEASE_REMEASURE,Operating lease remeasurement,1595,158100,100-950,D950,SGA,USD,-2950.67,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000105,2,2023-01-28,LR-8E858E,JE,LEASE_REMEASURE,Operating lease remeasurement,2430,220400,100-950,D950,SGA,USD,649.15,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000105,3,2023-01-28,LR-8E858E,JE,LEASE_REMEASURE,Operating lease remeasurement,2530,230400,100-950,D950,SGA,USD,2301.52,,,,
NIG-100,AURORA,NIG100,202301,AU202301100000106,1,2023-01-13,CR-59B6342,CR,IC_RECEIPT,Intercompany receipt - NIG-300,1150,120500,100-950,D950,SGA,USD,-24672.76,NIG-300,,,
NIG-100,AURORA,NIG100,202301,AU202301100000106,2,2023-01-13,CR-59B6342,CR,IC_RECEIPT,Intercompany receipt - NIG-300,1010,110100,100-950,D950,SGA,USD,24672.76,NIG-300,,,
NIG-100,AURORA,NIG100,202301,AU202301100000107,1,2023-01-30,CR-FC0823E,CR,IC_RECEIPT,Intercompany receipt - NIG-300,1150,120500,100-950,D950,SGA,USD,-21956.55,NIG-300,,,
NIG-100,AURORA,NIG100,202301,AU202301100000107,2,2023-01-30,CR-FC0823E,CR,IC_RECEIPT,Intercompany receipt - NIG-300,1010,110100,100-950,D950,SGA,USD,21956.55,NIG-300,,,
NIG-100,AURORA,NIG100,202301,AU202301100000108,1,2023-01-30,CR-331DB91,CR,IC_RECEIPT,Intercompany receipt - NIG-320,1150,120500,100-950,D950,SGA,USD,-41524.87,NIG-320,,,
NIG-100,AURORA,NIG100,202301,AU202301100000108,2,2023-01-30,CR-331DB91,CR,IC_RECEIPT,Intercompany receipt - NIG-320,1010,110100,100-950,D950,SGA,USD,41524.87,NIG-320,,,
NIG-100,AURORA,NIG100,202301,AU202301100000109,1,2023-01-30,CR-E97B4E4,CR,IC_RECEIPT,Intercompany receipt - NIG-320,1150,120500,100-950,D950,SGA,USD,-9770.78,NIG-320,,,
NIG-100,AURORA,NIG100,202301,AU202301100000109,2,2023-01-30,CR-E97B4E4,CR,IC_RECEIPT,Intercompany receipt - NIG-320,1010,110100,100-950,D950,SGA,USD,9770.78,NIG-320,,,
NIG-100,AURORA,NIG100,202301,AU202301100000110,1,2023-01-30,CR-028D78F,CR,IC_RECEIPT,Intercompany receipt - NIG-510,1150,120500,100-950,D950,SGA,USD,-12905.56,NIG-510,,,
NIG-100,AURORA,NIG100,202301,AU202301100000110,2,2023-01-30,CR-028D78F,CR,IC_RECEIPT,Intercompany receipt - NIG-510,1010,110100,100-950,D950,SGA,USD,12905.56,NIG-510,,,
NIG-100,AURORA,NIG100,202301,AU202301100000111,1,2023-01-03,CR-9B76370,CR,IC_RECEIPT,Intercompany receipt - NIG-510,1150,120500,100-950,D950,SGA,USD,-5339.02,NIG-510,,,
NIG-100,AURORA,NIG100,202301,AU202301100000111,2,2023-01-03,CR-9B76370,CR,IC_RECEIPT,Intercompany receipt - NIG-510,1010,110100,100-950,D950,SGA,USD,5339.02,NIG-510,,,
NIG-100,AURORA,NIG100,202301,AU202301100000112,1,2023-01-17,JE-C8C8692,JE,IC_LOAN,Intercompany loan movement - NIG-110,2060,225100,100-950,D950,SGA,USD,397259.41,NIG-110,,,maturity_months=12
NIG-100,AURORA,NIG100,202301,AU202301100000112,2,2023-01-17,JE-C8C8692,JE,IC_LOAN,Intercompany loan movement - NIG-110,1010,110100,100-950,D950,SGA,USD,-397259.41,NIG-110,,,
NIG-100,AURORA,NIG100,202301,AU202301100000113,1,2023-01-20,JE-2F9EF12,JE,IC_LOAN,Intercompany loan movement - NIG-200,2060,225100,100-950,D950,SGA,USD,-5115892.76,NIG-200,,,maturity_months=12
NIG-100,AURORA,NIG100,202301,AU202301100000113,2,2023-01-20,JE-2F9EF12,JE,IC_LOAN,Intercompany loan movement - NIG-200,1010,110100,100-950,D950,SGA,USD,5115892.76,NIG-200,,,
NIG-100,AURORA,NIG100,202301,AU202301100000114,1,2023-01-17,JE-46D66C4,JE,IC_LOAN,Intercompany loan movement - NIG-210,2060,225100,100-950,D950,SGA,USD,-737933.42,NIG-210,,,maturity_months=12
NIG-100,AURORA,NIG100,202301,AU202301100000114,2,2023-01-17,JE-46D66C4,JE,IC_LOAN,Intercompany loan movement - NIG-210,1010,110100,100-950,D950,SGA,USD,737933.42,NIG-210,,,
NIG-100,AURORA,NIG100,202301,AU202301100000115,1,2023-01-09,JE-EAC1D8B,JE,IC_LOAN,Intercompany loan movement - NIG-300,2060,225100,100-950,D950,SGA,USD,-13832877.85,NIG-300,,,maturity_months=12
NIG-100,AURORA,NIG100,202301,AU202301100000115,2,2023-01-09,JE-EAC1D8B,JE,IC_LOAN,Intercompany loan movement - NIG-300,1010,110100,100-950,D950,SGA,USD,13832877.85,NIG-300,,,
NIG-100,AURORA,NIG100,202301,AU202301100000116,1,2023-01-23,JE-4771CB5,JE,IC_LOAN,Intercompany loan movement - NIG-310,2060,225100,100-950,D950,SGA,USD,-1005938.38,NIG-310,,,maturity_months=12
NIG-100,AURORA,NIG100,202301,AU202301100000116,2,2023-01-23,JE-4771CB5,JE,IC_LOAN,Intercompany loan movement - NIG-310,1010,110100,100-950,D950,SGA,USD,1005938.38,NIG-310,,,
NIG-100,AURORA,NIG100,202301,AU202301100000117,1,2023-01-30,JE-D8F5B1B,JE,IC_LOAN,Intercompany loan movement - NIG-320,2060,225100,100-950,D950,SGA,USD,-8741016.03,NIG-320,,,maturity_months=12
NIG-100,AURORA,NIG100,202301,AU202301100000117,2,2023-01-30,JE-D8F5B1B,JE,IC_LOAN,Intercompany loan movement - NIG-320,1010,110100,100-950,D950,SGA,USD,8741016.03,NIG-320,,,
